# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.03
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.46028,-0.0132377,-0.069072,0.0308875
0.004,1.50144,0.0262545,-0.0737221,0.124025
0.006,1.50824,0.0446271,0.0182304,-0.145047
0.008,1.47699,0.0540926,-0.192591,-0.0773401
0.01,1.47475,0.0587433,-0.00678408,-0.150507
0.012,1.49143,0.0684304,0.0692644,-0.125864
0.014,1.49806,0.0406327,0.0873824,-0.0516766
0.016,1.47334,0.0293268,-0.0326656,-0.0683707
0.018,1.49035,0.0428377,-0.114115,-0.0599337
0.02,1.49543,0.0338461,0.0241746,0.186333
0.022,1.49242,0.0951894,0.131576,0.161628
0.024,1.52324,0.111397,0.0242977,0.0989359
0.026,1.52111,0.0963451,-0.172626,0.083411
0.028,1.50163,0.116469,0.214171,-0.264598
0.03,1.48085,0.101461,-0.148891,-0.0761989
0.032,1.49969,0.0850741,-0.113341,-0.0368472
0.034,1.50646,0.140316,0.309077,-0.0281704
0.036,1.50003,0.111623,0.119653,-0.0921818
0.038,1.49249,0.128187,0.0955082,-0.0291419
0.04,1.50423,0.170201,-0.161557,0.0247363
0.042,1.50882,0.185112,-0.154835,0.0411426
0.044,1.50762,0.144767,-0.14584,-0.190389
0.046,1.52422,0.168466,-0.185756,-0.0102591
0.048,1.50348,0.167838,0.161117,0.0102399
0.05,1.52802,0.187978,-0.047307,-0.121134
0.052,1.52232,0.202132,0.00908791,-0.176974
0.054,1.50174,0.204867,-0.344045,-0.307214
0.056,1.54062,0.184058,-0.0329202,0.143628
0.058,1.53499,0.205938,-0.0893804,0.347257
0.06,1.5289,0.254785,0.00498086,-0.0806552
0.062,1.49964,0.209771,-0.000108024,0.0475959
0.064,1.52473,0.264219,0.284479,-0.18556
0.066,1.50165,0.24919,-0.233652,0.0863182
0.068,1.51275,0.272168,-0.338384,-0.360456
0.07,1.52317,0.271971,-0.0702634,-0.0630992
0.072,1.48544,0.267101,-0.142788,0.367138
0.074,1.51253,0.268593,-0.288108,-0.278127
0.076,1.53583,0.243331,0.223708,0.0322849
0.078,1.52614,0.29393,-0.0993908,0.0176169
