# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 100000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.03
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.56818,-0.063442,1.0267,-0.0303428
0.004,1.41521,0.0812521,0.166836,0.599184
0.006,1.49142,-0.02522,-0.423229,-0.395075
0.008,1.59845,-0.0337542,0.494914,0.48774
0.01,1.56801,0.121665,0.203008,0.00493634
0.012,1.53058,0.0473978,0.208132,-0.209045
0.014,1.47186,0.0886468,-0.625379,-0.298983
0.016,1.51775,0.148436,0.165824,0.257417
0.018,1.43795,0.0678374,0.232157,0.598308
0.02,1.47181,0.0555139,0.118364,-0.37034
0.022,1.43506,0.198507,0.276323,-0.327136
0.024,1.49597,0.0351337,0.471202,-0.109976
0.026,1.5516,-0.0713633,-0.674913,0.311833
0.028,1.55054,0.0886144,0.0621661,0.655438
0.03,1.55604,0.165756,0.120577,-0.0979558
0.032,1.45176,0.0438677,-0.00676982,-0.21781
0.034,1.50063,0.173253,-0.797118,-0.0280176
0.036,1.4107,-0.0272477,-0.36908,0.722181
0.038,1.5691,0.118794,0.0331402,-0.050293
0.04,1.43814,0.0745571,0.618916,-0.0924519
0.042,1.64391,0.0598181,0.694687,-0.312922
0.044,1.50957,0.167279,-0.290481,0.681891
0.046,1.43733,0.220054,-0.679348,-0.284475
0.048,1.4794,0.276018,-0.219184,0.0640114
0.05,1.5633,0.188991,0.835658,0.677867
0.052,1.48578,0.194809,-0.299066,-0.140035
0.054,1.59526,0.168815,0.845921,0.699369
0.056,1.57849,0.21549,0.699387,-0.104463
0.058,1.58919,0.131375,0.361567,-0.708855
0.06,1.48272,0.0880294,-0.242844,0.299105
0.062,1.60555,0.345686,-0.074024,-0.818656
0.064,1.49009,0.268542,-0.177918,0.0572333
0.066,1.39683,0.243421,-0.238825,-0.531787
0.068,1.42605,0.27969,-0.832993,0.372328
0.07,1.48857,0.294754,-0.349186,-1.1737
0.072,1.49456,0.135406,0.416351,-0.305124
0.074,1.46988,0.310531,-0.0399676,0.636368
0.076,1.5631,0.332501,-0.191736,-0.384783
0.078,1.45003,0.113404,0.372956,0.209613
0.08,1.50741,0.264697,0.700836,-0.274304
0.082,1.49143,0.221078,-0.385628,-0.137622
0.084,1.54381,0.346991,0.159161,-0.404931
0.086,1.46853,0.23432,0.215504,-0.204004
0.088,1.52052,0.435479,-0.357468,0.294974
0.09,1.54786,0.356214,0.983571,-0.180672
0.092,1.56964,0.452994,-0.269445,-0.817947
0.094,1.5179,0.389446,1.15835,0.598387
0.096,1.54034,0.164134,0.436506,0.0793086
0.098,1.60517,0.306945,0.679873,0.081855
0.1,1.47536,0.361912,0.482526,0.55523
0.102,1.50017,0.271977,0.268525,0.363075
0.104,1.46956,0.392341,-0.518838,-0.649994
0.106,1.48485,0.553911,0.371696,0.26232
0.108,1.54829,0.408852,-0.0473099,-1.01377
0.11,1.46682,0.428482,0.580536,-0.35953
0.112,1.45907,0.475971,-0.241284,0.429033
0.114,1.46026,0.441779,-0.760122,-0.185745
0.116,1.48845,0.407656,0.763544,-0.0172715
0.118,1.55442,0.348753,-1.33052,-0.889812
0.12,1.59268,0.604265,0.0871532,0.91861
0.122,1.45723,0.55193,-0.67882,-0.950574
0.124,1.44382,0.434047,-0.63556,0.155358
0.126,1.4563,0.356029,-0.155691,0.332834
0.128,1.53373,0.567163,-2.28787,-1.04804
0.13,1.47502,0.494602,0.685955,-0.167215
0.132,1.51493,0.479893,1.88212,0.162377
0.134,1.57563,0.51536,-0.469466,0.238102
0.136,1.54508,0.552049,0.874763,2.82007
0.138,1.59633,0.624172,-0.367588,-2.14068
0.14,1.62377,0.642989,-1.29105,0.282466
0.142,1.51414,0.467441,1.56052,1.6339
0.144,1.4351,0.516254,-1.22609,1.50398
0.146,1.49321,0.595974,-0.978398,3.78255
0.148,1.58271,0.423203,-0.425243,1.35015
0.15,1.5318,0.58084,-0.451696,-2.62467
0.152,1.52014,0.587667,0.517645,0.636378
0.154,1.53369,0.554889,-1.4657,-0.328786
0.156,1.52392,0.691162,-0.837939,2.69209
0.158,1.47808,0.645417,-1.62424,1.09637
0.16,1.47309,0.535967,0.846131,-0.584732
0.162,1.58457,0.602349,1.51507,-0.811773
0.164,1.50224,0.763433,0.0615745,-0.0930398
0.166,1.50164,0.678067,2.9245,-1.45189
0.168,1.53541,0.694732,-0.12289,1.02935
0.17,1.66649,0.606046,2.19747,1.4454
0.172,1.5512,0.597023,-0.0638218,0.546284
0.174,1.39928,0.717059,-2.51478,2.88335
0.176,1.49344,0.66572,0.0284858,2.07199
0.178,1.50625,0.724576,-1.3646,-1.19007
0.18,1.53576,0.861025,2.20641,-1.19065
0.182,1.45457,0.736964,-1.94594,-1.01426
0.184,1.59051,0.727695,-2.50909,-0.263045
0.186,1.42162,0.730175,-0.832143,-1.98812
0.188,1.3461,0.814093,2.41156,1.93277
0.19,1.38302,0.848648,0.828709,0.52998
0.192,1.53019,0.78905,-3.13985,-0.578912
0.194,1.47856,0.800408,-7.89803,-7.02597
0.196,1.52375,0.873551,-3.73347,-2.02142
