# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 100000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.0003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,387.19,0,353.454,0
0.002,1.48373,0.0189088,0.00222472,-0.0108938
0.004,1.48224,0.0190652,0.00481725,-0.0067862
0.006,1.48222,0.0122132,0.00360652,0.00467302
0.008,1.48866,0.0241536,0.00698624,-0.00443946
0.01,1.47922,0.028374,-0.00376878,-0.0174346
0.012,1.49352,0.0325708,-0.0120516,0.0128399
0.014,1.47704,0.0426316,0.0041502,-0.00860086
0.016,1.48514,0.0462684,0.00316628,0.00649248
0.018,1.49342,0.0667289,-0.00953522,0.000527455
0.02,1.48185,0.0678001,-0.00828188,-0.00217184
0.022,1.48342,0.0695233,0.00331054,-0.00394682
0.024,1.47879,0.0754942,-0.0100275,-0.00961092
0.026,1.4781,0.0773538,-0.0169528,0.00596987
0.028,1.48516,0.0941531,-0.00640278,-0.0102274
0.03,1.47829,0.0947332,-0.00589786,-0.0114077
0.032,1.48594,0.106833,0.00945612,0.00349324
0.034,1.47075,0.135642,0.00286071,-0.00574407
0.036,1.48276,0.113182,0.00671822,0.0110576
0.038,1.49004,0.123001,-0.00563194,0.012852
0.04,1.48427,0.1345,0.00189742,0.01337
0.042,1.49272,0.132184,-0.0164843,-0.0212764
0.044,1.46901,0.162298,-0.00190699,0.00216165
0.046,1.48443,0.14673,-0.00538896,-0.00211171
0.048,1.48541,0.178259,-0.0198085,0.0102207
0.05,1.48061,0.162119,-0.0143591,-0.0054144
0.052,1.50352,0.179999,-0.00433505,0.00769796
0.054,1.47517,0.177598,-0.00663153,-0.00960863
0.056,1.47134,0.201186,0.0030641,-0.00195602
0.058,1.48766,0.189436,-0.00203867,-0.0102458
0.06,1.47347,0.189524,-0.00206516,0.0145299
0.062,1.48028,0.212219,0.011292,0.00209475
0.064,1.48579,0.220931,-0.0124628,-0.0175503
0.066,1.47747,0.236878,-0.00499782,-0.00662792
0.068,1.48618,0.236424,0.01415,0.0096124
0.07,1.47472,0.237477,-0.0055517,-0.0043226
0.072,1.47483,0.242789,0.00017618,-0.00601666
0.074,1.49457,0.254838,-0.00501066,-0.0161665
0.076,1.47498,0.249899,0.0071045,0.00145985
0.078,1.49133,0.257389,-0.0057077,-0.00947867
