# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.01
#
# TimeFrame: 
# t_0 = 0
# t_end = 800
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.0003
# f_low = 0
# f_high = 300
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,531.011,0,383.224,0
0.00125,1.17301,0.00359353,0.0099415,0.0320062
0.0025,1.14538,-0.015043,0.0492079,-0.00600767
0.00375,1.27256,-0.000193778,0.0509734,-0.034337
0.005,1.18719,0.00847318,-0.0195781,0.064665
0.00625,1.19884,0.0524107,0.0299328,0.0351312
0.0075,1.24966,-0.0250027,0.0242941,0.0203429
0.00875,1.27207,-0.000221703,-0.00725684,-0.0378297
0.01,1.26304,0.0627778,0.0292505,0.0451069
0.01125,1.20869,0.0590652,-0.0408666,0.0270272
0.0125,1.14686,-0.0344039,-0.00989922,0.0524118
0.01375,1.28537,0.0382013,-0.00416632,0.0532762
0.015,1.27771,0.0268375,0.0260285,-0.0179202
0.01625,1.23884,-0.0622282,-0.00326088,-0.0292019
0.0175,1.24549,0.0890861,-0.00332199,0.0237548
0.01875,1.2296,-0.0222107,0.0153762,0.0403107
0.02,1.25503,0.0905991,-0.0490161,-0.0251896
0.02125,1.13768,0.0328749,-0.0143948,-0.0911678
0.0225,1.24837,0.00539223,0.0170769,-0.0447262
0.02375,1.18951,-0.0177108,0.0714264,-0.096028
0.025,1.29908,-0.0656072,0.021007,0.0322132
0.02625,1.27237,0.156224,0.013452,-0.0501273
0.0275,1.21487,-0.0212556,0.0613338,0.0479467
0.02875,1.15868,0.028374,0.0099444,-0.00520355
0.03,1.25974,0.0349665,0.0103483,0.00395001
0.03125,1.21825,-0.0315892,0.0455875,-0.0571896
0.0325,1.26592,-0.0113893,0.096812,0.058458
0.03375,1.29132,-0.0287377,0.0209132,0.0463532
0.035,1.27289,0.0586204,0.0167278,-0.0176471
0.03625,1.23028,0.0748152,-0.00412051,0.0537407
0.0375,1.28876,0.0252924,0.0245308,0.0218218
0.03875,1.34478,-0.0042292,0.0767202,-0.020815
0.04,1.14184,0.00554781,-0.0158701,0.0576379
0.04125,1.23743,0.0467909,-0.00617473,0.0383936
0.0425,1.2394,0.0891141,-0.0197211,0.0417961
0.04375,1.29215,0.147281,0.0533893,-0.0353719
0.045,1.28576,0.0509458,-0.00485057,0.00297349
0.04625,1.27916,0.0205106,-0.0469464,-0.0446355
0.0475,1.24432,0.155624,0.0392086,0.0156838
0.04875,1.22852,-0.0423091,0.00341411,0.00719401
0.05,1.18605,0.0292882,0.0751012,-0.00846757
0.05125,1.23156,0.153476,0.0139719,0.0252056
0.0525,1.25579,0.0595763,0.0914301,-0.0315579
0.05375,1.23435,0.0576675,-0.00430846,-0.00882204
0.055,1.20671,0.0267297,-0.00444602,0.031634
0.05625,1.23746,0.106215,0.00259216,-0.00304716
0.0575,1.16184,0.0651141,-0.0076626,-0.0815625
0.05875,1.24953,0.128785,0.0594092,0.00700996
0.06,1.23155,0.12569,-0.051466,0.0406085
0.06125,1.35453,-0.0465603,0.0554882,0.118612
0.0625,1.23762,-0.0107196,-0.0438284,-0.024784
0.06375,1.2778,0.0730594,0.0148093,0.0336713
0.065,1.32856,0.167757,-0.0796061,0.0655557
0.06625,1.15624,0.0643222,-0.0498919,-0.0283765
0.0675,1.20587,-0.0559645,-8.27674e-06,-0.0620133
0.06875,1.30272,0.134454,0.068911,0.0894099
0.07,1.23804,0.180376,-0.0417516,0.0255434
0.07125,1.24343,0.142762,-0.030978,0.00173074
0.0725,1.23713,-0.00506322,0.0214006,-0.0584286
0.07375,1.20238,0.201774,0.0636153,-0.0604161
0.075,1.17078,0.090013,-0.0524042,0.0499991
0.07625,1.41655,0.0905983,-0.0449669,0.032728
0.0775,1.32603,0.163376,0.0161372,0.0340574
0.07875,1.26938,0.121496,0.0440832,0.078406
0.08,1.1903,0.284091,0.0575632,0.10479
0.08125,1.28025,0.109082,0.00818431,0.0562857
0.0825,1.22079,0.047659,0.0229252,-0.0384362
0.08375,1.25681,0.110827,0.0904045,0.0219247
0.085,1.23331,0.100574,-0.116101,-0.0138268
0.08625,1.17064,0.143369,0.003663,0.0610457
0.0875,1.3238,0.139139,0.0361163,-0.00394033
0.08875,1.28246,0.142086,-0.080265,0.0479776
0.09,1.32349,0.159736,-0.022936,-0.0598116
0.09125,1.26704,0.0892901,-0.0423397,0.115941
0.0925,1.28789,0.174748,-0.0309622,0.0329116
0.09375,1.28178,0.188654,-0.0408763,-0.0964282
0.095,1.2979,0.202139,-0.00173705,0.0141478
0.09625,1.375,0.225681,-0.0347896,0.025325
0.0975,1.24735,0.151117,-0.0107278,-0.00289258
0.09875,1.26282,0.158729,-0.0913994,0.0355372
0.1,1.1655,0.165398,-0.0909179,0.0253381
0.10125,1.31851,0.184061,-0.101228,0.0426065
0.1025,1.16022,0.23867,-0.0222555,0.0445838
0.10375,1.33631,0.232401,0.0427084,0.0483285
0.105,1.39304,0.171707,-0.00288854,-0.00651614
0.10625,1.30569,0.0603856,-0.000743657,0.0144688
0.1075,1.34325,0.145121,-0.0586264,-0.119719
0.10875,1.19924,0.185775,0.0223308,-0.0815183
0.11,1.20049,0.187186,-0.0717894,-0.00926204
0.11125,1.20236,0.106331,-0.0619677,0.00268061
0.1125,1.3665,0.124112,0.0338424,0.024669
0.11375,1.34476,0.190355,-0.0778895,-0.0740562
0.115,1.2482,0.186973,0.0592581,0.0269498
0.11625,1.23383,0.132165,-0.0043232,0.0597215
0.1175,1.23186,0.173598,-0.0325831,0.0622626
0.11875,1.24139,0.148949,-0.0648409,-0.0951858
0.12,1.22194,0.175143,-0.0457133,-0.0781236
0.12125,1.21355,0.143477,0.00357347,0.00906953
0.1225,1.29193,0.155234,0.0963067,0.012334
0.12375,1.14069,0.18168,0.00837503,-0.105638
0.125,1.26593,0.241314,-0.008714,0.0362889
0.12625,1.26224,0.183269,0.0175435,-0.0383337
0.1275,1.30598,0.210454,0.0259275,-0.060331
0.12875,1.23642,0.138523,0.0597251,0.0551965
0.13,1.21311,0.155698,-0.132827,0.040658
0.13125,1.23655,0.200164,-0.151468,0.0968273
0.1325,1.39315,0.205998,-0.0269257,-0.0649814
0.13375,1.21954,0.145591,-0.0952666,-0.13147
0.135,1.24071,0.256891,-0.116008,0.0160813
0.13625,1.20612,0.1654,-0.0239724,0.126183
0.1375,1.29077,0.223088,-0.0371056,0.0666393
0.13875,1.26163,0.289192,-0.121164,0.0259622
0.14,1.30498,0.349075,-0.175209,0.116799
0.14125,1.20527,0.179071,0.035643,0.0786539
0.1425,1.32756,0.272593,0.0706802,0.0381066
0.14375,1.29599,0.123079,0.0380904,0.162938
0.145,1.30476,0.113972,-0.00520554,0.254922
0.14625,1.27831,0.203174,-0.122259,-0.0378766
0.1475,1.41353,0.185573,-0.00355684,0.0230764
0.14875,1.31033,0.239734,-0.0888665,-0.0647773
0.15,1.25335,0.319536,-0.132161,-0.136652
0.15125,1.22205,0.0980535,-0.0510756,-0.0111972
0.1525,1.29946,0.178779,0.00953372,-0.110611
0.15375,1.28402,0.166176,0.00913673,0.00254551
0.155,1.31603,0.180812,0.0487412,-0.0711072
0.15625,1.22575,0.268917,0.0278566,0.0763387
0.1575,1.2544,0.332408,0.0885532,-0.00574877
0.15875,1.37843,0.22666,-0.0203334,0.0785316
0.16,1.35048,0.162372,-0.116508,0.0320886
0.16125,1.24542,0.286373,0.0173691,-0.142854
0.1625,1.22032,0.176097,0.0388762,0.138343
0.16375,1.3018,0.274723,0.108472,0.0305601
0.165,1.28801,0.249368,0.0864697,0.111071
0.16625,1.3316,0.15806,-0.00342697,0.111685
0.1675,1.28212,0.30125,0.0270962,0.127091
0.16875,1.26596,0.279408,0.127565,-0.0364535
0.17,1.2702,0.281495,-0.0191383,0.0313034
0.17125,1.33437,0.252311,0.108465,0.0381067
0.1725,1.28312,0.230203,-0.150646,-0.14645
0.17375,1.19941,0.300256,-0.0295014,-0.121794
0.175,1.23764,0.243029,-0.118511,0.0224359
0.17625,1.33825,0.369647,0.0506597,-0.0551736
0.1775,1.38823,0.358681,-0.0948703,-0.00447028
0.17875,1.25137,0.290592,-0.0796955,0.119764
0.18,1.30992,0.288086,-0.037922,-0.151055
0.18125,1.31451,0.238957,-0.0298323,-0.0553517
0.1825,1.28498,0.265153,0.0110713,0.161052
0.18375,1.37885,0.295428,0.0304912,-0.0241401
0.185,1.27923,0.227343,-0.0693859,-0.0672314
0.18625,1.38024,0.207991,-0.100917,0.192323
0.1875,1.29749,0.210629,-0.0624944,-0.0597537
0.18875,1.44533,0.326575,-0.113285,0.196246
0.19,1.37846,0.15897,-0.0936914,-0.0746782
0.19125,1.42486,0.353335,-0.135781,-0.0406493
0.1925,1.4191,0.249381,0.222422,-0.0450832
0.19375,1.25929,0.170986,0.192081,0.171503
0.195,1.31001,0.215691,0.118742,-0.0693751
0.19625,1.47553,0.385649,0.0124947,0.0790099
0.1975,1.2171,0.22246,0.0030994,-0.0470415
0.19875,1.51359,0.245216,-0.162062,-0.0352219
0.2,1.32658,0.381537,-0.00616823,-0.151354
0.20125,1.2888,0.288606,-0.163648,0.0842607
0.2025,1.39847,0.328354,0.199462,-0.0376978
0.20375,1.35566,0.270529,0.461408,-0.00347664
0.205,1.37709,0.22597,0.198678,0.0133577
0.20625,1.2916,0.293856,-0.184652,-0.160316
0.2075,1.37485,0.157746,-0.0692455,0.120557
0.20875,1.27788,0.373889,-0.0890286,-0.238897
0.21,1.36854,0.170721,-0.19439,0.0280548
0.21125,1.456,0.263256,0.175759,-0.0115802
0.2125,1.38798,0.26771,0.0235703,-0.0938568
0.21375,1.36429,0.274157,0.138385,0.272856
0.215,1.47072,0.426514,-0.211273,0.0634221
0.21625,1.3743,0.363412,0.315367,0.341793
0.2175,1.34103,0.464715,0.0449835,-0.181822
0.21875,1.46317,0.271641,0.0996203,-0.160954
0.22,1.41025,0.302752,-0.0289758,-0.0308553
0.22125,1.4614,0.391007,0.201744,0.0944467
0.2225,1.299,0.339406,-0.0963044,0.0666764
0.22375,1.34677,0.407943,0.050682,-0.000894516
