# SusceptibilitySimulation
#
# Neuron parameters: 
# mu = 3.5
# D = 0.1
# tau_a = 10
# Delta = 0.1
#
# TimeFrame: 
# t_0 = 0
# t_end = 1000
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 1
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Susceptibility), Im(Susceptibility)
#
2.973,0.729075,-0.312664
2.974,0.700163,-0.320483
2.975,0.784556,-0.321703
2.976,0.668004,-0.293521
2.977,0.73377,-0.299196
2.978,0.692139,-0.327605
2.979,0.822274,-0.340294
2.98,0.675817,-0.315019
2.981,0.714048,-0.269339
2.982,0.749756,-0.359287
2.983,0.758205,-0.367502
2.984,0.750848,-0.310187
2.985,0.739759,-0.319954
2.986,0.730244,-0.363475
2.987,0.757379,-0.365279
2.988,0.712791,-0.332767
2.989,0.692905,-0.26669
2.99,0.714362,-0.307858
2.991,0.702151,-0.344443
2.992,0.751662,-0.298143
2.993,0.724279,-0.292364
2.994,0.737712,-0.342636
2.995,0.778975,-0.364752
2.996,0.742099,-0.313616
2.997,0.715927,-0.3126
2.998,0.705842,-0.30303
2.999,0.736907,-0.305033
3,0.71004,-0.346955
3.001,0.77612,-0.302061
3.002,0.724692,-0.322062
3.003,0.765652,-0.293168
3.004,0.724366,-0.318834
3.005,0.707064,-0.339057
3.006,0.723833,-0.325435
3.007,0.722682,-0.324983
3.008,0.732843,-0.340855
3.009,0.71923,-0.30118
3.01,0.717664,-0.288038
3.011,0.767256,-0.347001
3.012,0.743105,-0.295602
3.013,0.722862,-0.311519
3.014,0.739717,-0.337216
3.015,0.746721,-0.32107
3.016,0.68361,-0.314553
3.017,0.783517,-0.318363
3.018,0.768491,-0.321502
3.019,0.75048,-0.366156
3.02,0.701877,-0.333281
3.021,0.780008,-0.345271
3.022,0.699762,-0.351801
3.023,0.671478,-0.334576
3.024,0.708468,-0.355002
3.025,0.715628,-0.312158
3.026,0.740407,-0.341208
3.027,0.707709,-0.383475
3.028,0.714237,-0.31915
3.029,0.733064,-0.338723
3.03,0.724264,-0.343521
3.031,0.747369,-0.350182
3.032,0.748107,-0.273691
3.033,0.720671,-0.329659
3.034,0.716215,-0.289261
3.035,0.705147,-0.259721
3.036,0.753548,-0.294904
3.037,0.715866,-0.339172
3.038,0.769701,-0.319015
3.039,0.737559,-0.340743
3.04,0.723814,-0.35104
3.041,0.659002,-0.314456
3.042,0.738202,-0.301703
3.043,0.760553,-0.342182
3.044,0.764836,-0.327216
3.045,0.772073,-0.343781
3.046,0.697844,-0.354907
3.047,0.748911,-0.312609
3.048,0.745315,-0.392354
3.049,0.711347,-0.32265
3.05,0.684093,-0.355154
3.051,0.746829,-0.353816
3.052,0.751083,-0.281089
3.053,0.724503,-0.304244
3.054,0.77397,-0.371787
3.055,0.733111,-0.323968
3.056,0.741965,-0.315949
3.057,0.74188,-0.304375
3.058,0.717065,-0.326724
3.059,0.732448,-0.34296
3.06,0.763418,-0.306937
3.061,0.698967,-0.328654
3.062,0.723172,-0.32425
3.063,0.767774,-0.363811
3.064,0.695468,-0.305588
3.065,0.720467,-0.314907
3.066,0.746056,-0.298026
3.067,0.708405,-0.332528
3.068,0.770716,-0.325279
3.069,0.748227,-0.360451
3.07,0.690571,-0.2998
3.071,0.732421,-0.363733
3.072,0.707575,-0.312263
3.073,0.719028,-0.344941
3.074,0.729052,-0.299612
3.075,0.693883,-0.332215
3.076,0.722007,-0.310439
3.077,0.742064,-0.313448
3.078,0.697654,-0.321192
3.079,0.766839,-0.315711
3.08,0.726427,-0.306422
3.081,0.673523,-0.341945
3.082,0.706137,-0.296798
3.083,0.722257,-0.34461
3.084,0.666562,-0.341557
3.085,0.717472,-0.35243
3.086,0.70936,-0.322086
3.087,0.761418,-0.327663
3.088,0.747523,-0.349357
3.089,0.6598,-0.330895
3.09,0.696554,-0.347379
3.091,0.758347,-0.311451
3.092,0.684394,-0.339151
3.093,0.791306,-0.326993
3.094,0.668419,-0.343499
3.095,0.698887,-0.30873
3.096,0.719921,-0.293359
3.097,0.698288,-0.294822
3.098,0.721788,-0.296502
3.099,0.742614,-0.289954
3.1,0.711893,-0.342056
3.101,0.75699,-0.317739
3.102,0.655248,-0.353186
3.103,0.735917,-0.354871
3.104,0.741982,-0.312272
3.105,0.754001,-0.34021
3.106,0.726203,-0.305936
3.107,0.75235,-0.300998
3.108,0.710263,-0.349479
3.109,0.738741,-0.303702
3.11,0.703207,-0.302831
3.111,0.694809,-0.335423
3.112,0.723701,-0.34545
3.113,0.693832,-0.322643
3.114,0.721753,-0.360935
3.115,0.726632,-0.328805
3.116,0.721797,-0.344337
3.117,0.758379,-0.321257
3.118,0.713464,-0.294017
3.119,0.737307,-0.28481
3.12,0.731642,-0.313869
3.121,0.692657,-0.278099
3.122,0.705798,-0.305958
3.123,0.699522,-0.311063
3.124,0.710008,-0.36293
3.125,0.705799,-0.309743
3.126,0.782929,-0.308479
3.127,0.719687,-0.317492
3.128,0.704007,-0.311076
3.129,0.705779,-0.331407
3.13,0.718136,-0.315739
3.131,0.735267,-0.304021
3.132,0.705426,-0.273209
3.133,0.699496,-0.369367
3.134,0.73967,-0.343482
3.135,0.718336,-0.321223
3.136,0.770697,-0.368604
3.137,0.718358,-0.30447
3.138,0.771891,-0.304535
3.139,0.730073,-0.343919
3.14,0.743495,-0.319112
3.141,0.670678,-0.325036
3.142,0.710574,-0.317128
3.143,0.745994,-0.292668
3.144,0.69553,-0.251283
3.145,0.705557,-0.323091
3.146,0.755613,-0.253887
3.147,0.731324,-0.248473
3.148,0.646344,-0.332004
3.149,0.733966,-0.313072
3.15,0.686663,-0.297096
3.151,0.738475,-0.341064
3.152,0.734137,-0.307299
3.153,0.752416,-0.332636
3.154,0.758381,-0.334918
3.155,0.683394,-0.313741
3.156,0.712801,-0.315469
3.157,0.76765,-0.299404
3.158,0.755156,-0.318184
3.159,0.716427,-0.330088
3.16,0.721658,-0.328511
3.161,0.677029,-0.372268
3.162,0.745638,-0.327982
3.163,0.731235,-0.325866
3.164,0.681221,-0.35265
3.165,0.750963,-0.341537
3.166,0.742798,-0.28566
3.167,0.72097,-0.385972
3.168,0.712831,-0.311258
3.169,0.66024,-0.329198
3.17,0.682876,-0.381094
3.171,0.708947,-0.31786
3.172,0.697622,-0.340471
3.173,0.694486,-0.312634
3.174,0.750651,-0.302775
3.175,0.724189,-0.326835
3.176,0.657216,-0.277726
3.177,0.712869,-0.301511
3.178,0.703666,-0.316754
3.179,0.677026,-0.298983
3.18,0.726154,-0.31239
3.181,0.704442,-0.294287
3.182,0.75843,-0.322526
3.183,0.685377,-0.334023
3.184,0.71482,-0.304036
3.185,0.775816,-0.37255
3.186,0.689317,-0.314681
3.187,0.700176,-0.365109
3.188,0.691666,-0.3063
3.189,0.689446,-0.372447
3.19,0.713236,-0.353637
3.191,0.724529,-0.286976
3.192,0.687709,-0.308465
3.193,0.750327,-0.355519
3.194,0.729947,-0.303092
3.195,0.728766,-0.326933
3.196,0.712694,-0.317991
3.197,0.703906,-0.297199
3.198,0.729877,-0.377809
3.199,0.711014,-0.367187
3.2,0.709661,-0.286785
3.201,0.739236,-0.330117
3.202,0.707849,-0.376248
3.203,0.728614,-0.316795
3.204,0.679424,-0.330643
3.205,0.727929,-0.358848
3.206,0.678596,-0.337208
3.207,0.668128,-0.272728
3.208,0.750193,-0.335794
3.209,0.675517,-0.321646
3.21,0.716451,-0.329736
3.211,0.71698,-0.293792
3.212,0.718462,-0.371601
3.213,0.732415,-0.34419
3.214,0.696703,-0.367184
3.215,0.745735,-0.33484
3.216,0.72467,-0.300091
3.217,0.746495,-0.325375
3.218,0.700513,-0.342728
3.219,0.688437,-0.378084
3.22,0.704604,-0.357942
3.221,0.782941,-0.306773
3.222,0.724028,-0.306515
3.223,0.696194,-0.342072
3.224,0.737883,-0.306674
3.225,0.736593,-0.263228
3.226,0.732153,-0.350203
3.227,0.730483,-0.313258
3.228,0.651066,-0.324036
3.229,0.673046,-0.321213
3.23,0.697976,-0.386342
3.231,0.705355,-0.362694
3.232,0.677386,-0.327813
3.233,0.711795,-0.321449
3.234,0.694068,-0.309913
3.235,0.68985,-0.308392
3.236,0.751947,-0.359245
3.237,0.739517,-0.331801
3.238,0.714326,-0.346936
3.239,0.74229,-0.268941
3.24,0.68077,-0.322648
3.241,0.679715,-0.332993
3.242,0.784598,-0.345064
3.243,0.7941,-0.306271
3.244,0.737836,-0.292784
3.245,0.726857,-0.371487
3.246,0.674471,-0.34805
3.247,0.727097,-0.333341
3.248,0.64884,-0.315074
3.249,0.737341,-0.314198
3.25,0.717716,-0.310853
3.251,0.765286,-0.335062
3.252,0.730614,-0.30401
3.253,0.722625,-0.33598
3.254,0.711571,-0.380863
3.255,0.711937,-0.331805
3.256,0.706256,-0.333106
3.257,0.714224,-0.323422
3.258,0.713401,-0.311643
3.259,0.739614,-0.326914
3.26,0.673502,-0.295215
3.261,0.718933,-0.26215
3.262,0.776735,-0.33555
3.263,0.736016,-0.364957
3.264,0.719317,-0.321384
3.265,0.682274,-0.342711
3.266,0.665561,-0.295448
3.267,0.696334,-0.331408
3.268,0.729697,-0.322106
3.269,0.684002,-0.349842
3.27,0.711321,-0.336376
3.271,0.709138,-0.280969
3.272,0.716337,-0.366312
3.273,0.744136,-0.319443
3.274,0.680762,-0.316097
3.275,0.675947,-0.327323
3.276,0.717057,-0.346504
3.277,0.762511,-0.354859
3.278,0.718081,-0.358713
3.279,0.684854,-0.312593
3.28,0.649851,-0.334514
3.281,0.718589,-0.31628
3.282,0.732024,-0.267026
3.283,0.695766,-0.318572
3.284,0.698013,-0.32694
3.285,0.691635,-0.336577
3.286,0.701922,-0.297195
3.287,0.671896,-0.284797
3.288,0.696887,-0.311366
3.289,0.762448,-0.323506
3.29,0.71865,-0.360083
3.291,0.741121,-0.314625
3.292,0.701996,-0.339933
3.293,0.656723,-0.351777
3.294,0.675606,-0.331493
3.295,0.705906,-0.332405
3.296,0.685086,-0.393515
3.297,0.751367,-0.310931
3.298,0.709078,-0.347058
3.299,0.724044,-0.315222
3.3,0.747635,-0.319177
3.301,0.734077,-0.328978
3.302,0.713324,-0.284968
3.303,0.686284,-0.299077
3.304,0.655438,-0.344762
3.305,0.661192,-0.353169
3.306,0.759313,-0.287145
3.307,0.756143,-0.247437
3.308,0.742092,-0.27966
3.309,0.710119,-0.311448
3.31,0.758834,-0.33805
3.311,0.707351,-0.288675
3.312,0.746824,-0.30444
3.313,0.699921,-0.307732
3.314,0.729435,-0.328478
3.315,0.704574,-0.316907
3.316,0.715641,-0.302179
3.317,0.740628,-0.282612
3.318,0.662196,-0.334533
3.319,0.708587,-0.297643
3.32,0.699748,-0.323194
3.321,0.66291,-0.396425
3.322,0.699563,-0.319834
3.323,0.686725,-0.335148
3.324,0.683001,-0.318668
3.325,0.701536,-0.281842
3.326,0.742258,-0.286449
3.327,0.739697,-0.348754
3.328,0.67999,-0.305208
3.329,0.697888,-0.309412
3.33,0.69327,-0.331823
3.331,0.763499,-0.311016
3.332,0.668265,-0.31628
3.333,0.647188,-0.277779
3.334,0.715383,-0.330572
3.335,0.70955,-0.351532
3.336,0.697953,-0.340002
3.337,0.738322,-0.286656
3.338,0.663608,-0.286712
3.339,0.678362,-0.283456
3.34,0.736242,-0.29377
3.341,0.718227,-0.317749
3.342,0.730777,-0.354304
3.343,0.691452,-0.346514
3.344,0.703299,-0.297099
3.345,0.694888,-0.340154
3.346,0.71679,-0.309738
3.347,0.647905,-0.283923
3.348,0.657614,-0.274501
3.349,0.67011,-0.319808
3.35,0.704301,-0.378719
3.351,0.717431,-0.261506
3.352,0.686207,-0.370915
3.353,0.707576,-0.327193
3.354,0.729197,-0.317402
3.355,0.686125,-0.294971
3.356,0.72623,-0.329072
3.357,0.697418,-0.3497
3.358,0.715664,-0.280934
3.359,0.69076,-0.327726
3.36,0.705762,-0.306934
3.361,0.701032,-0.382412
3.362,0.690653,-0.302057
3.363,0.748532,-0.29456
3.364,0.692759,-0.311648
3.365,0.69852,-0.285136
3.366,0.680363,-0.339336
3.367,0.677627,-0.354516
3.368,0.669365,-0.35985
3.369,0.739434,-0.316294
3.37,0.668945,-0.339921
3.371,0.691614,-0.328142
3.372,0.720149,-0.327123
3.373,0.714839,-0.372894
3.374,0.677807,-0.356195
3.375,0.67998,-0.308288
3.376,0.673808,-0.340162
3.377,0.690168,-0.340125
3.378,0.740993,-0.329205
3.379,0.695331,-0.322815
3.38,0.708288,-0.3862
3.381,0.687833,-0.293169
3.382,0.734858,-0.32294
3.383,0.661103,-0.316671
3.384,0.71022,-0.315559
3.385,0.709668,-0.28671
3.386,0.734775,-0.313198
3.387,0.723821,-0.357554
3.388,0.688582,-0.312671
3.389,0.7201,-0.341961
3.39,0.758677,-0.3374
3.391,0.676423,-0.324995
3.392,0.714778,-0.314376
3.393,0.704144,-0.309389
3.394,0.69067,-0.308477
3.395,0.680566,-0.330768
3.396,0.684117,-0.315515
3.397,0.708765,-0.302525
3.398,0.699527,-0.342122
3.399,0.658294,-0.33346
3.4,0.723619,-0.279261
3.401,0.705184,-0.331645
3.402,0.748242,-0.349465
3.403,0.714607,-0.311337
3.404,0.717981,-0.362426
3.405,0.745871,-0.320756
3.406,0.750573,-0.354352
3.407,0.714352,-0.359801
3.408,0.701038,-0.327311
3.409,0.689729,-0.291791
3.41,0.696443,-0.363143
3.411,0.747492,-0.345023
3.412,0.721837,-0.343351
3.413,0.714746,-0.308898
3.414,0.680109,-0.355555
3.415,0.697841,-0.321066
3.416,0.685536,-0.366982
3.417,0.694768,-0.316219
3.418,0.682888,-0.317221
3.419,0.642786,-0.317714
3.42,0.708697,-0.310315
3.421,0.697084,-0.345868
3.422,0.695945,-0.306129
3.423,0.697774,-0.328473
3.424,0.657992,-0.355398
3.425,0.681812,-0.342357
3.426,0.739741,-0.298853
3.427,0.655986,-0.327655
3.428,0.681642,-0.326854
3.429,0.662826,-0.330867
3.43,0.694905,-0.268381
3.431,0.685608,-0.393848
3.432,0.729847,-0.326802
3.433,0.669182,-0.342017
3.434,0.703984,-0.328233
3.435,0.673871,-0.336034
3.436,0.684384,-0.353369
3.437,0.699619,-0.329465
3.438,0.664865,-0.300428
3.439,0.726192,-0.283004
3.44,0.701655,-0.325014
3.441,0.681109,-0.297463
3.442,0.651666,-0.339293
3.443,0.680396,-0.337346
3.444,0.718174,-0.279379
3.445,0.6778,-0.343451
3.446,0.693253,-0.316783
3.447,0.695581,-0.278851
3.448,0.66783,-0.320283
3.449,0.663852,-0.347945
3.45,0.70604,-0.333671
3.451,0.66513,-0.343855
3.452,0.695351,-0.315258
3.453,0.67186,-0.355445
3.454,0.668244,-0.278041
3.455,0.644663,-0.276012
3.456,0.712661,-0.347237
3.457,0.702694,-0.282969
3.458,0.675344,-0.27371
3.459,0.693195,-0.28866
3.46,0.692358,-0.370715
3.461,0.72616,-0.323284
3.462,0.688646,-0.377577
3.463,0.69514,-0.317917
3.464,0.679662,-0.295974
3.465,0.701055,-0.315793
3.466,0.653076,-0.340768
3.467,0.698129,-0.249369
3.468,0.685403,-0.301947
3.469,0.688387,-0.324446
3.47,0.677275,-0.361012
3.471,0.71959,-0.361831
3.472,0.632744,-0.3252
3.473,0.65912,-0.342581
3.474,0.681583,-0.337144
3.475,0.665815,-0.342927
3.476,0.694462,-0.315129
3.477,0.689851,-0.307826
3.478,0.690681,-0.260902
3.479,0.697398,-0.33762
3.48,0.684962,-0.356632
3.481,0.725433,-0.374452
3.482,0.678298,-0.318435
3.483,0.694066,-0.345713
3.484,0.665956,-0.271958
3.485,0.7048,-0.325388
3.486,0.698186,-0.294061
3.487,0.680672,-0.294787
3.488,0.698481,-0.330635
3.489,0.711826,-0.278012
3.49,0.641331,-0.306764
3.491,0.689477,-0.361565
3.492,0.706956,-0.307412
3.493,0.698069,-0.342301
3.494,0.666577,-0.270223
3.495,0.68786,-0.30707
3.496,0.670658,-0.309125
3.497,0.716072,-0.303447
3.498,0.699239,-0.324793
3.499,0.654857,-0.308285
3.5,0.721628,-0.318959
3.501,0.647746,-0.318369
3.502,0.717906,-0.301901
3.503,0.730885,-0.36992
3.504,0.705324,-0.352303
3.505,0.679931,-0.28362
3.506,0.702738,-0.318631
3.507,0.684725,-0.333521
3.508,0.690475,-0.331199
3.509,0.687446,-0.310612
3.51,0.682358,-0.277812
3.511,0.693418,-0.296083
3.512,0.665098,-0.307771
3.513,0.670519,-0.339114
3.514,0.719191,-0.28393
3.515,0.726099,-0.266156
3.516,0.696989,-0.341842
3.517,0.700551,-0.330126
3.518,0.698322,-0.314228
3.519,0.712415,-0.284126
3.52,0.653776,-0.312192
3.521,0.700234,-0.394673
3.522,0.702872,-0.301736
3.523,0.713721,-0.323366
3.524,0.696344,-0.300248
3.525,0.637934,-0.331431
3.526,0.722541,-0.274951
3.527,0.698696,-0.289507
3.528,0.659605,-0.328811
3.529,0.68893,-0.368981
3.53,0.667564,-0.344814
3.531,0.687379,-0.336883
3.532,0.667074,-0.336462
3.533,0.708254,-0.366801
3.534,0.684728,-0.317586
3.535,0.723235,-0.3294
3.536,0.723187,-0.326491
3.537,0.665068,-0.303588
3.538,0.732625,-0.340003
3.539,0.679624,-0.337188
3.54,0.690247,-0.338074
3.541,0.711862,-0.337806
3.542,0.647636,-0.310989
3.543,0.75644,-0.326908
3.544,0.651593,-0.372529
3.545,0.654201,-0.292536
3.546,0.669501,-0.314147
3.547,0.676194,-0.27351
3.548,0.686333,-0.328746
3.549,0.684569,-0.329973
3.55,0.684445,-0.30363
3.551,0.664223,-0.29513
3.552,0.701905,-0.316657
3.553,0.721507,-0.286314
3.554,0.687703,-0.282369
3.555,0.716074,-0.307382
3.556,0.750969,-0.362399
3.557,0.681604,-0.331361
3.558,0.672145,-0.308646
3.559,0.693172,-0.365262
3.56,0.67758,-0.291226
3.561,0.738957,-0.317328
3.562,0.664256,-0.279752
3.563,0.680303,-0.287356
3.564,0.677123,-0.318881
3.565,0.673938,-0.380969
3.566,0.660165,-0.273672
3.567,0.675391,-0.377737
3.568,0.671135,-0.313852
3.569,0.687706,-0.256598
3.57,0.65647,-0.309608
3.571,0.682744,-0.339229
3.572,0.666082,-0.304027
3.573,0.723048,-0.315234
3.574,0.654846,-0.303229
3.575,0.709177,-0.324367
3.576,0.63743,-0.327392
3.577,0.699259,-0.334161
3.578,0.706455,-0.354065
3.579,0.668428,-0.373999
3.58,0.722764,-0.346529
3.581,0.708899,-0.342607
3.582,0.66095,-0.274512
3.583,0.655171,-0.359368
3.584,0.674958,-0.312113
3.585,0.646119,-0.330002
3.586,0.632981,-0.321605
3.587,0.646133,-0.35828
3.588,0.653676,-0.333778
3.589,0.669017,-0.316723
3.59,0.7207,-0.302266
3.591,0.714496,-0.361531
3.592,0.643523,-0.332383
3.593,0.677891,-0.360106
3.594,0.663863,-0.356212
3.595,0.682122,-0.329664
3.596,0.701187,-0.349928
3.597,0.658418,-0.341654
3.598,0.635711,-0.301577
3.599,0.647365,-0.310866
3.6,0.67614,-0.292231
3.601,0.729814,-0.290065
3.602,0.672026,-0.339958
3.603,0.698182,-0.306086
3.604,0.707637,-0.311985
3.605,0.708994,-0.315517
3.606,0.683127,-0.295336
3.607,0.652691,-0.336058
3.608,0.684358,-0.321299
3.609,0.645215,-0.327989
3.61,0.662235,-0.321183
3.611,0.657276,-0.372824
3.612,0.659152,-0.348333
3.613,0.645102,-0.327333
3.614,0.694713,-0.345429
3.615,0.670033,-0.320611
3.616,0.691254,-0.33912
3.617,0.662955,-0.346633
3.618,0.666691,-0.345641
3.619,0.680404,-0.313315
3.62,0.731697,-0.315083
3.621,0.669849,-0.29232
3.622,0.668106,-0.28459
3.623,0.720641,-0.32054
3.624,0.648011,-0.326194
3.625,0.721573,-0.298816
3.626,0.680701,-0.320586
3.627,0.67834,-0.376992
3.628,0.67977,-0.274559
3.629,0.668753,-0.355514
3.63,0.677954,-0.362786
3.631,0.72758,-0.270966
3.632,0.665819,-0.322907
3.633,0.620674,-0.348037
3.634,0.678705,-0.354717
3.635,0.666446,-0.313717
3.636,0.651982,-0.28158
3.637,0.659955,-0.273678
3.638,0.734667,-0.306295
3.639,0.64116,-0.34729
3.64,0.664858,-0.360111
3.641,0.711233,-0.300418
3.642,0.726432,-0.26644
3.643,0.663894,-0.343753
3.644,0.664521,-0.301307
3.645,0.656419,-0.371172
3.646,0.676611,-0.281684
3.647,0.698834,-0.31804
3.648,0.696717,-0.308851
3.649,0.708869,-0.270678
3.65,0.673932,-0.334323
3.651,0.674325,-0.313327
3.652,0.668868,-0.319177
3.653,0.703986,-0.307252
3.654,0.665721,-0.299952
3.655,0.664485,-0.343743
3.656,0.666389,-0.332278
3.657,0.697417,-0.303249
3.658,0.690378,-0.32537
3.659,0.664723,-0.318291
3.66,0.70431,-0.3346
3.661,0.628688,-0.310451
3.662,0.65831,-0.352541
3.663,0.658012,-0.338382
3.664,0.685032,-0.31009
3.665,0.655086,-0.329155
3.666,0.672398,-0.29917
3.667,0.693098,-0.29523
3.668,0.691807,-0.323576
3.669,0.666501,-0.300571
3.67,0.655118,-0.311997
3.671,0.70894,-0.354947
3.672,0.661158,-0.288564
3.673,0.638484,-0.27412
3.674,0.727146,-0.327421
3.675,0.662317,-0.297013
3.676,0.72875,-0.308895
3.677,0.710508,-0.365726
3.678,0.650724,-0.32821
3.679,0.697815,-0.32229
3.68,0.681954,-0.338679
3.681,0.675044,-0.305889
3.682,0.723789,-0.332441
3.683,0.73452,-0.34074
3.684,0.638551,-0.322311
3.685,0.698881,-0.330076
3.686,0.703697,-0.303747
3.687,0.728286,-0.309195
3.688,0.633046,-0.330965
3.689,0.688145,-0.312956
3.69,0.656941,-0.326978
3.691,0.70987,-0.325281
3.692,0.681667,-0.344385
3.693,0.689955,-0.286463
3.694,0.697627,-0.347623
3.695,0.685757,-0.296251
3.696,0.662627,-0.344284
3.697,0.686513,-0.351921
3.698,0.663659,-0.304685
3.699,0.71488,-0.341255
3.7,0.656615,-0.283355
3.701,0.645087,-0.311499
3.702,0.675817,-0.312965
3.703,0.67145,-0.354519
3.704,0.709286,-0.339047
3.705,0.705068,-0.32067
3.706,0.706207,-0.345804
3.707,0.703924,-0.312506
3.708,0.667569,-0.304796
3.709,0.656605,-0.37109
3.71,0.67496,-0.327034
3.711,0.67831,-0.315228
3.712,0.695335,-0.31437
3.713,0.694767,-0.371453
3.714,0.698109,-0.378307
3.715,0.704452,-0.33047
3.716,0.689743,-0.305292
3.717,0.700422,-0.299689
3.718,0.701195,-0.32461
3.719,0.681597,-0.283051
3.72,0.68228,-0.353232
3.721,0.675255,-0.305781
3.722,0.667288,-0.34686
3.723,0.685858,-0.324181
3.724,0.702123,-0.292062
3.725,0.671505,-0.304573
3.726,0.675246,-0.312671
3.727,0.707016,-0.305447
3.728,0.690147,-0.288822
3.729,0.663931,-0.325677
3.73,0.677734,-0.325304
3.731,0.67382,-0.294088
3.732,0.657947,-0.320735
3.733,0.680511,-0.310614
3.734,0.642491,-0.28527
3.735,0.670124,-0.317354
3.736,0.678086,-0.316588
3.737,0.685602,-0.319103
3.738,0.664178,-0.300185
3.739,0.654316,-0.321403
3.74,0.688489,-0.285526
3.741,0.693241,-0.416573
3.742,0.673369,-0.325464
3.743,0.688102,-0.322211
3.744,0.648774,-0.323628
3.745,0.712467,-0.331699
3.746,0.644652,-0.300025
3.747,0.666455,-0.315097
3.748,0.685329,-0.323692
3.749,0.698068,-0.304338
3.75,0.646089,-0.344888
3.751,0.726014,-0.297492
3.752,0.699186,-0.336701
3.753,0.703249,-0.337477
3.754,0.672676,-0.317621
3.755,0.640949,-0.315345
3.756,0.706982,-0.297633
3.757,0.691445,-0.323778
3.758,0.673868,-0.332077
3.759,0.621409,-0.337549
3.76,0.65383,-0.316725
3.761,0.696264,-0.314723
3.762,0.701991,-0.358529
3.763,0.653505,-0.343919
3.764,0.649054,-0.337648
3.765,0.653206,-0.319513
3.766,0.698194,-0.342392
3.767,0.695459,-0.304801
3.768,0.636461,-0.307783
3.769,0.682752,-0.3606
3.77,0.683973,-0.320204
3.771,0.704749,-0.32054
3.772,0.67211,-0.2688
3.773,0.693717,-0.352833
3.774,0.697101,-0.33289
3.775,0.668636,-0.295003
3.776,0.663534,-0.346353
3.777,0.610109,-0.283264
3.778,0.687805,-0.292523
3.779,0.653711,-0.324743
3.78,0.691679,-0.331048
3.781,0.677036,-0.319166
3.782,0.666259,-0.297047
3.783,0.597614,-0.394927
3.784,0.668549,-0.381485
3.785,0.706493,-0.330666
3.786,0.697064,-0.301793
3.787,0.704729,-0.299017
3.788,0.703692,-0.294493
3.789,0.657716,-0.315284
3.79,0.683342,-0.346272
3.791,0.644948,-0.306881
3.792,0.677901,-0.312078
3.793,0.647076,-0.362847
3.794,0.623642,-0.343123
3.795,0.6664,-0.295519
3.796,0.654948,-0.309997
3.797,0.646796,-0.315769
3.798,0.650596,-0.356165
3.799,0.669371,-0.341852
3.8,0.711731,-0.30573
3.801,0.669856,-0.334529
3.802,0.684319,-0.316186
3.803,0.677444,-0.341204
3.804,0.651597,-0.296748
3.805,0.682894,-0.334206
3.806,0.653532,-0.295441
3.807,0.657503,-0.361356
3.808,0.661378,-0.28663
3.809,0.694794,-0.335398
3.81,0.636887,-0.326844
3.811,0.671315,-0.291367
3.812,0.714847,-0.318912
3.813,0.681162,-0.314158
3.814,0.642784,-0.330704
3.815,0.663306,-0.342516
3.816,0.642966,-0.303112
3.817,0.692852,-0.282593
3.818,0.647838,-0.342257
3.819,0.677393,-0.338
3.82,0.668403,-0.274184
3.821,0.704175,-0.313801
3.822,0.694632,-0.305901
3.823,0.636601,-0.322467
3.824,0.688346,-0.356365
3.825,0.685607,-0.31486
3.826,0.672875,-0.294183
3.827,0.65107,-0.311463
3.828,0.597148,-0.315958
3.829,0.610584,-0.34689
3.83,0.678068,-0.327728
3.831,0.663066,-0.311301
3.832,0.664672,-0.247566
3.833,0.68557,-0.339092
3.834,0.643679,-0.322321
3.835,0.677374,-0.309061
3.836,0.626785,-0.307495
3.837,0.639696,-0.254757
3.838,0.74349,-0.294431
3.839,0.661211,-0.31344
3.84,0.722483,-0.315211
3.841,0.66535,-0.310049
3.842,0.589955,-0.278189
3.843,0.643329,-0.286391
3.844,0.601894,-0.314921
3.845,0.715363,-0.322666
3.846,0.615504,-0.34222
3.847,0.619126,-0.366341
3.848,0.656507,-0.291972
3.849,0.645297,-0.3216
3.85,0.653247,-0.326903
3.851,0.700643,-0.309064
3.852,0.647572,-0.276062
3.853,0.648065,-0.305639
3.854,0.654488,-0.31201
3.855,0.687965,-0.332933
3.856,0.663074,-0.383148
3.857,0.65486,-0.286662
3.858,0.666514,-0.341865
3.859,0.693799,-0.353338
3.86,0.67198,-0.355452
3.861,0.703228,-0.347259
3.862,0.66325,-0.36354
3.863,0.648147,-0.333005
3.864,0.629074,-0.366064
3.865,0.649779,-0.284251
3.866,0.688899,-0.29103
3.867,0.679362,-0.40077
3.868,0.632271,-0.308715
3.869,0.65707,-0.294493
3.87,0.654888,-0.330261
3.871,0.653298,-0.319887
3.872,0.674354,-0.319979
3.873,0.67597,-0.287057
3.874,0.629988,-0.292721
3.875,0.617451,-0.352482
3.876,0.648121,-0.280503
3.877,0.683958,-0.300905
3.878,0.640092,-0.290294
3.879,0.640135,-0.341266
3.88,0.680764,-0.264201
3.881,0.667758,-0.279234
3.882,0.664435,-0.328044
3.883,0.687216,-0.300773
3.884,0.637769,-0.307333
3.885,0.656772,-0.271026
3.886,0.616195,-0.337998
3.887,0.634372,-0.299503
3.888,0.646951,-0.362223
3.889,0.654554,-0.307758
3.89,0.646559,-0.345934
3.891,0.706115,-0.288786
3.892,0.677258,-0.328136
3.893,0.668799,-0.331831
