0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0.001
0.11,0.009
0.12,0.029
0.13,0.096
0.14,0.299
0.15,0.655
0.16,1.268
0.17,1.975
0.18,3.093
0.19,4.185
0.2,5.234
0.21,6.133
0.22,6.812
0.23,7.316
0.24,7.46
0.25,7.2
0.26,6.993
0.27,6.492
0.28,5.863
0.29,5.217
0.3,4.518
0.31,3.795
0.32,3.239
0.33,2.718
0.34,2.294
0.35,2.021
0.36,1.791
0.37,1.77
0.38,1.697
0.39,1.966
0.4,2.096
0.41,2.45
0.42,2.795
0.43,3.153
0.44,3.59
0.45,3.9
0.46,4.227
0.47,4.497
0.48,4.83
0.49,4.959
0.5,4.993
0.51,4.94
0.52,4.968
0.53,4.985
0.54,4.637
0.55,4.538
0.56,4.154
0.57,3.969
0.58,3.605
0.59,3.489
0.6,3.191
0.61,3.108
0.62,2.979
0.63,2.922
0.64,2.775
0.65,2.935
0.66,2.834
0.67,3.089
0.68,3.095
0.69,3.266
0.7,3.538
0.71,3.435
0.72,3.751
0.73,3.905
0.74,4.083
0.75,4.128
0.76,4.157
0.77,4.131
0.78,4.096
0.79,4.14
0.8,4.134
0.81,4.067
0.82,3.885
0.83,3.808
0.84,3.748
0.85,3.642
0.86,3.546
0.87,3.511
0.88,3.357
0.89,3.294
0.9,3.362
0.91,3.219
0.92,3.296
0.93,3.282
0.94,3.239
0.95,3.33
0.96,3.429
0.97,3.377
0.98,3.553
0.99,3.578
1,3.546
1.01,3.625
1.02,3.823
1.03,3.735
1.04,3.701
1.05,3.824
1.06,3.733
1.07,3.624
1.08,3.808
1.09,3.687
1.1,3.729
1.11,3.659
1.12,3.597
1.13,3.582
1.14,3.53
1.15,3.514
1.16,3.438
1.17,3.419
1.18,3.365
1.19,3.27
1.2,3.441
1.21,3.319
1.22,3.448
1.23,3.404
1.24,3.346
1.25,3.355
1.26,3.422
1.27,3.597
1.28,3.407
1.29,3.495
1.3,3.488
1.31,3.516
1.32,3.566
1.33,3.571
1.34,3.562
1.35,3.589
1.36,3.527
1.37,3.566
1.38,3.59
1.39,3.483
1.4,3.509
1.41,3.408
1.42,3.482
1.43,3.488
1.44,3.382
1.45,3.423
1.46,3.312
1.47,3.403
1.48,3.461
1.49,3.326
1.5,3.333
1.51,3.398
1.52,3.437
1.53,3.409
1.54,3.402
1.55,3.364
1.56,3.266
1.57,3.39
1.58,3.46
1.59,3.327
1.6,3.409
1.61,3.488
1.62,3.366
1.63,3.391
1.64,3.414
1.65,3.403
1.66,3.431
1.67,3.463
1.68,3.413
1.69,3.378
1.7,3.361
1.71,3.486
1.72,3.335
1.73,3.373
1.74,3.352
1.75,3.368
1.76,3.408
1.77,3.308
1.78,3.213
1.79,3.282
1.8,3.317
1.81,3.374
1.82,3.324
1.83,3.268
1.84,3.319
1.85,3.285
1.86,3.257
1.87,3.369
1.88,3.373
1.89,3.381
1.9,3.345
1.91,3.272
1.92,3.213
1.93,3.311
1.94,3.336
1.95,3.363
1.96,3.309
1.97,3.226
1.98,3.269
1.99,3.382
2,3.314
2.01,3.338
2.02,3.264
2.03,3.305
2.04,3.32
2.05,3.18
2.06,3.229
2.07,3.261
2.08,3.217
2.09,3.341
2.1,3.213
2.11,3.207
2.12,3.261
2.13,3.263
2.14,3.285
2.15,3.164
2.16,3.228
2.17,3.255
2.18,3.209
2.19,3.265
2.2,3.256
2.21,3.322
2.22,3.243
2.23,3.162
2.24,3.162
2.25,3.278
2.26,3.187
2.27,3.241
2.28,3.305
2.29,3.227
2.3,3.143
2.31,3.206
2.32,3.227
2.33,3.225
2.34,3.298
2.35,3.229
2.36,3.159
2.37,3.204
2.38,3.164
2.39,3.205
2.4,3.216
2.41,3.162
2.42,3.32
2.43,3.139
2.44,3.132
2.45,3.136
2.46,3.133
2.47,3.233
2.48,3.158
2.49,3.218
2.5,3.086
2.51,3.133
2.52,3.077
2.53,3.257
2.54,3.16
2.55,3.199
2.56,3.126
2.57,3.161
2.58,3.266
2.59,3.057
2.6,3.085
2.61,3.076
2.62,3.177
2.63,3.096
2.64,3.168
2.65,3.174
2.66,3.157
2.67,3.196
2.68,3.193
2.69,3.061
2.7,3.12
2.71,3.061
2.72,3.091
2.73,3.018
2.74,3.035
2.75,3.067
2.76,3.127
2.77,3.117
2.78,3.185
2.79,3.116
2.8,3.011
2.81,3.185
2.82,3.093
2.83,3.017
2.84,3.168
2.85,3.022
2.86,3.106
2.87,3.077
2.88,3.168
2.89,2.979
2.9,3.023
2.91,3.113
2.92,3.082
2.93,3.106
2.94,2.981
2.95,3.026
2.96,3.071
2.97,3.037
2.98,3.054
2.99,3.075
3,2.982
3.01,3.114
3.02,3.145
3.03,2.956
3.04,2.968
3.05,3.111
3.06,3.046
3.07,3.064
3.08,2.959
3.09,3.069
3.1,2.977
3.11,3.024
3.12,2.994
3.13,2.954
3.14,2.917
3.15,2.901
3.16,3.068
3.17,3.111
3.18,2.96
3.19,3.046
3.2,3.009
3.21,3.09
3.22,3.037
3.23,3.093
3.24,3.027
3.25,3.008
3.26,2.991
3.27,2.987
3.28,2.937
3.29,3.003
3.3,3.046
3.31,2.993
3.32,2.991
3.33,3.014
3.34,3.008
3.35,2.991
3.36,3.031
3.37,2.964
3.38,2.958
3.39,2.946
3.4,2.846
3.41,2.861
