0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,16.735
0.17,82.109
0.18,1.156
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,3.184
0.34,26.524
0.35,67.529
0.36,2.728
0.37,0.033
0.38,0
0.39,0
0.4,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.5,0.131
0.51,4.446
0.52,28.977
0.53,61.058
0.54,5.28
0.55,0.103
0.56,0.003
0.57,0
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0.052
0.68,2.23
0.69,17.204
0.7,47.361
0.71,30.662
0.72,2.437
0.73,0.054
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0.005
0.85,0.244
0.86,3.203
0.87,17.495
0.88,42.963
0.89,30.174
0.9,5.515
0.91,0.39
0.92,0.011
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1,0
1.01,0
1.02,0
1.03,0.017
1.04,0.41
1.05,3.653
1.06,16.976
1.07,38.881
1.08,30.477
1.09,8.479
1.1,1.051
1.11,0.056
1.12,0
1.13,0
1.14,0
1.15,0
1.16,0
1.17,0
1.18,0
1.19,0
1.2,0
1.21,0
1.22,0.064
1.23,0.901
1.24,6.057
1.25,22.348
1.26,38.397
1.27,25.212
1.28,6.245
1.29,0.728
1.3,0.048
1.31,0
1.32,0
1.33,0
1.34,0
1.35,0
1.36,0
1.37,0
1.38,0
1.39,0
1.4,0.033
1.41,0.531
1.42,3.793
1.43,15.191
1.44,30.858
1.45,30.512
1.46,15.202
1.47,3.436
1.48,0.416
1.49,0.025
1.5,0.001
1.51,0
1.52,0
1.53,0
1.54,0
1.55,0
1.56,0
1.57,0
1.58,0.001
1.59,0.026
1.6,0.372
1.61,2.345
1.62,9.27
1.63,21.225
1.64,28.791
1.65,23.714
1.66,11.144
1.67,2.697
1.68,0.383
1.69,0.029
1.7,0.003
1.71,0
1.72,0
1.73,0
1.74,0
1.75,0
1.76,0
1.77,0
1.78,0.001
1.79,0.037
1.8,0.39
1.81,2.314
1.82,9.138
1.83,20.541
1.84,28.475
1.85,23.983
1.86,11.576
1.87,3.054
1.88,0.448
1.89,0.041
1.9,0.002
1.91,0
1.92,0
1.93,0
1.94,0
1.95,0
1.96,0
1.97,0
1.98,0.016
1.99,0.244
2,1.627
2.01,7.22
2.02,17.626
2.03,27.133
2.04,25.525
2.05,14.634
2.06,4.872
2.07,0.973
2.08,0.124
2.09,0.005
2.1,0.001
2.11,0
2.12,0
2.13,0
2.14,0
2.15,0
2.16,0
2.17,0.006
2.18,0.086
2.19,0.596
2.2,2.962
2.21,8.942
2.22,17.997
2.23,25.045
2.24,23.297
2.25,13.928
2.26,5.392
2.27,1.439
2.28,0.283
2.29,0.023
2.3,0.004
2.31,0
2.32,0
2.33,0
2.34,0
2.35,0
2.36,0
2.37,0.001
2.38,0.012
2.39,0.138
2.4,0.793
2.41,3.292
2.42,9.144
2.43,17.709
2.44,24.209
2.45,22.719
2.46,14.106
2.47,5.85
2.48,1.64
2.49,0.346
2.5,0.039
2.51,0.002
2.52,0
2.53,0
2.54,0
2.55,0
2.56,0
2.57,0
2.58,0.008
2.59,0.068
2.6,0.485
2.61,2.326
2.62,7.409
2.63,15.828
2.64,23.654
2.65,24.079
2.66,16.092
2.67,7.291
2.68,2.225
2.69,0.465
2.7,0.067
2.71,0.003
2.72,0
2.73,0
2.74,0
2.75,0
2.76,0
2.77,0
2.78,0.011
2.79,0.081
2.8,0.486
2.81,2.067
2.82,6.463
2.83,13.553
2.84,20.724
2.85,22.481
2.86,18.093
2.87,10.079
2.88,4.343
2.89,1.289
2.9,0.282
2.91,0.047
2.92,0.001
2.93,0
2.94,0
2.95,0
2.96,0
2.97,0
2.98,0
2.99,0.008
3,0.05
3.01,0.256
3.02,1.178
3.03,3.707
3.04,8.673
3.05,15.423
3.06,20.604
3.07,20.662
3.08,15.722
3.09,8.626
3.1,3.649
3.11,1.168
3.12,0.228
3.13,0.044
3.14,0.002
3.15,0
3.16,0
3.17,0
3.18,0
3.19,0
3.2,0.001
3.21,0.024
3.22,0.15
3.23,0.819
3.24,2.829
3.25,7.544
3.26,14.409
3.27,20.766
3.28,21.721
3.29,16.875
3.3,9.466
3.31,3.915
3.32,1.197
3.33,0.242
3.34,0.039
3.35,0.002
3.36,0.001
3.37,0
3.38,0
3.39,0
3.4,0.002
3.41,0.005
3.42,0.061
3.43,0.323
3.44,1.364
3.45,4.086
3.46,9.011
3.47,15.67
3.48,20.067
3.49,19.87
3.5,15.422
3.51,8.645
3.52,3.782
3.53,1.301
3.54,0.323
3.55,0.058
3.56,0.009
3.57,0
3.58,0.001
3.59,0
3.6,0
3.61,0.002
3.62,0.001
3.63,0.016
3.64,0.081
3.65,0.4
3.66,1.378
3.67,3.767
3.68,7.856
3.69,13.659
3.7,17.994
3.71,19.088
3.72,16.189
3.73,10.808
3.74,5.551
3.75,2.253
3.76,0.762
