# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 3e-07
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.51965,-0.0645331,2.47203,3.50796
0.004,1.42641,0.084424,0.868053,3.53621
0.006,1.38487,0.0930655,-4.12175,-1.60986
0.008,1.52224,0.0734102,-7.34709,-0.882976
0.01,1.40698,0.0934837,8.54398,3.04133
0.012,1.47146,0.263212,3.20029,7.40598
0.014,1.4154,-0.0157076,-3.91417,1.35816
0.016,1.61197,0.115123,-8.153,-0.94024
0.018,1.58474,0.180854,-4.72751,-1.03672
0.02,1.55028,-0.0646198,0.392204,-3.48995
0.022,1.43692,0.202001,4.82005,-4.35532
0.024,1.53258,0.0349849,6.35225,0.0857659
0.026,1.3889,0.241511,6.68025,1.4453
0.028,1.66025,0.287915,1.79167,0.714209
0.03,1.66143,0.000896613,3.96076,-1.03314
0.032,1.39969,0.26643,9.76623,-2.28051
0.034,1.53401,0.145064,-2.13972,0.237879
0.036,1.46155,0.168804,5.56204,2.22056
0.038,1.66554,0.0554837,0.4822,-2.78063
0.04,1.46116,0.151409,2.04132,-4.18634
0.042,1.39675,-0.0246605,3.28411,-3.89608
0.044,1.30894,-0.0431533,-0.147643,-3.48757
0.046,1.3636,0.307799,6.7502,2.69945
0.048,1.54132,0.497455,0.129049,-0.180585
0.05,1.48271,0.136662,4.37381,1.83793
0.052,1.49296,0.173553,3.79752,1.06561
0.054,1.59042,0.137602,-7.12851,-0.133712
0.056,1.53245,0.296988,-5.87998,-0.262471
0.058,1.48229,0.363019,-10.5282,-4.19627
0.06,1.63427,0.284498,1.99856,-11.8199
0.062,1.59276,0.207792,5.87903,-4.53398
0.064,1.39455,0.171998,-3.92969,-14.6103
0.066,1.26463,0.147821,-2.47495,-3.60622
0.068,1.52132,0.0915989,-0.0722992,1.96501
0.07,1.46576,0.120604,4.13592,1.26133
0.072,1.36604,0.246178,-2.04145,5.37905
0.074,1.45477,0.0553252,3.12071,0.815146
0.076,1.46263,0.312527,-4.20071,-1.8497
0.078,1.52622,0.433741,-13.0746,-1.43077
0.08,1.47207,0.365699,-2.13125,-0.639109
0.082,1.24448,0.275641,9.59116,-0.89605
0.084,1.60761,0.235903,3.49296,-4.303
0.086,1.58476,0.259038,-4.2518,-5.80488
0.088,1.47193,0.251258,0.487485,-11.2068
0.09,1.66491,0.397364,-10.4279,-11.9624
0.092,1.45277,0.170928,3.03103,-12.3917
0.094,1.42147,0.0552348,-4.1993,-3.01597
0.096,1.36917,0.536104,-17.0236,-21.5082
0.098,1.47786,0.707953,-7.82592,3.77755
0.1,1.43644,0.25499,-12.9182,-9.01866
0.102,1.645,0.22743,8.56397,6.65102
0.104,1.59138,0.309082,5.58868,-1.01737
0.106,1.48661,0.401054,-6.6587,-6.96982
0.108,1.4543,0.247112,15.3011,-4.64835
0.11,1.66908,0.398571,-9.93572,-13.9359
0.112,1.35477,0.498718,17.9779,-7.85827
0.114,1.54157,0.451777,-4.53115,-11.354
0.116,1.46823,0.547205,-6.43,-2.06064
0.118,1.35423,0.327807,3.42683,-12.3322
0.12,1.69233,0.3513,-8.82052,2.46355
0.122,1.43719,0.394159,3.27804,5.08935
0.124,1.52706,0.608562,1.26186,6.7724
0.126,1.38668,0.530279,-6.89197,-1.2037
0.128,1.4089,0.478681,4.30661,-7.63255
0.13,1.56934,0.56921,2.9065,7.93867
0.132,1.39905,0.264731,7.57806,-26.3899
0.134,1.48079,0.431184,5.99982,4.70278
0.136,1.4929,0.462421,-8.94236,-1.12111
0.138,1.47087,0.397849,17.1526,-14.1223
0.14,1.38216,0.676589,-5.56177,-11.1455
0.142,1.60294,0.457854,4.80314,1.65829
0.144,1.27399,0.498309,5.22183,3.12284
0.146,1.5014,0.669646,16.449,-14.0531
0.148,1.62121,0.685412,2.89048,-2.08849
0.15,1.49852,0.878221,1.98988,-0.701992
0.152,1.76093,0.475781,2.70282,-5.91062
0.154,1.43883,0.565177,5.2702,-7.74141
0.156,1.3985,0.464307,-2.74799,7.18049
0.158,1.35725,0.48616,-0.873929,-11.0221
0.16,1.62653,0.460641,-31.8474,22.5499
0.162,1.45335,0.545611,-0.507557,-0.377538
0.164,1.50321,0.770633,-4.53488,-23.6661
0.166,1.29979,0.941385,-6.81977,10.4216
0.168,1.56403,0.481998,-7.39776,15.425
0.17,1.51966,0.544982,20.8155,-4.75534
0.172,1.37101,0.436122,-5.37389,-50.9344
0.174,1.66181,0.602977,-38.7687,-8.15386
0.176,1.76064,0.515857,-8.42266,19.0572
0.178,1.47302,0.482241,22.0803,19.1631
0.18,1.53065,0.67139,-14.3507,-4.66467
0.182,1.45799,0.605479,-0.271704,-24.0115
0.184,1.61531,0.590016,32.6584,4.5238
0.186,1.48998,0.748026,-20.6575,-37.9077
0.188,1.50833,0.775145,-17.8474,-18.8973
0.19,1.42712,0.997506,-48.4953,10.4692
0.192,1.23946,0.682438,-72.6727,6.19357
0.194,1.68132,0.763443,32.342,4.39712
0.196,1.55856,0.671252,-9.70796,56.6111
0.198,1.41825,0.945373,14.4827,46.8009
0.2,1.64014,0.926076,-49.4589,3.90693
0.202,1.62346,0.888119,89.8868,84.0372
0.204,1.56869,0.74273,45.4385,31.3393
0.206,1.47995,0.811476,79.5637,30.9466
0.208,1.49853,1.18871,-48.6197,-32.9343
0.21,1.49145,0.974392,22.5094,-38.1168
0.212,1.59483,0.837868,15.3473,3.10424
0.214,1.5287,0.910841,-97.1262,-71.3073
0.216,1.35101,1.05219,67.0531,24.9843
0.218,1.55819,1.01622,-34.3951,47.8015
0.22,1.63409,1.40863,38.3108,-30.8377
0.222,1.73717,0.767555,18.5218,81.1535
0.224,1.51922,0.959796,1.87999,-45.9367
0.226,1.52874,0.939052,-15.4744,-41.69
0.228,1.29801,1.17121,-37.3898,-48.3013
0.23,1.29393,1.10954,-106.845,32.0013
0.232,1.63716,0.957324,-0.773373,38.0773
0.234,1.25993,1.01509,-15.7896,-2.97073
0.236,1.50681,1.15867,-11.5636,-12.1722
0.238,1.19837,1.27302,16.4729,-44.9704
0.24,1.60676,1.26577,10.2957,39.7457
0.242,1.55987,0.960238,43.3964,-24.4827
0.244,1.26734,1.23848,-18.9619,-58.1108
0.246,1.60951,1.09334,-5.67608,-11.5083
0.248,1.66345,1.24462,66.1749,35.6281
0.25,1.80794,1.25636,45.8394,5.29509
0.252,1.58783,1.2358,-20.9669,-22.8643
0.254,1.56414,1.6314,45.8932,46.4708
0.256,1.51552,1.42495,33.431,-25.3663
0.258,1.36537,1.46752,12.8777,12.097
0.26,1.77318,1.1469,-29.556,-16.4644
0.262,1.25505,1.15778,41.3022,-0.19414
0.264,1.52918,1.81448,-4.69873,-14.8331
0.266,1.74598,1.26669,1.08949,-7.67136
0.268,1.70084,1.42852,-21.24,16.7114
0.27,1.64715,1.45934,-13.7996,-14.0293
0.272,1.57191,1.51491,-33.4758,26.3611
0.274,1.31449,1.17019,18.1143,-14.2697
0.276,1.57841,1.15188,-6.67544,-21.8659
0.278,1.28168,1.58177,-6.50185,26.6229
0.28,1.53934,1.23099,-27.5531,-11.9291
0.282,1.7702,1.71574,-2.01486,40.2979
0.284,1.64706,1.57365,11.9115,26.816
0.286,1.57669,1.17449,-22.4181,20.1149
0.288,0.949245,1.36387,5.34784,-18.2973
0.29,1.66608,1.5883,-33.6616,-1.95791
0.292,1.94058,1.28858,-22.1101,-12.5926
0.294,1.66124,1.7071,-13.3087,18.4444
0.296,1.68595,1.53284,2.58153,-15.5292
0.298,1.80382,1.75794,15.2529,1.0179
0.3,1.85883,1.83219,4.59907,-4.89842
0.302,1.33373,2.08689,30.7593,-25.6184
0.304,1.84837,2.1822,-5.87952,16.171
0.306,1.26559,1.58616,20.3237,-28.5657
0.308,1.36752,1.95972,-16.5376,10.1458
0.31,1.95324,1.94974,-11.866,-6.0955
0.312,1.2692,2.45209,-20.4261,12.359
0.314,1.50428,1.74778,2.62662,-43.6179
0.316,1.43732,2.20463,-30.6177,9.14014
0.318,0.932581,2.09209,-2.90935,-10.9266
0.32,1.2988,2.71046,-4.91521,-3.34041
0.322,1.87396,2.14585,-16.5641,7.09453
0.324,1.29274,1.7552,-12.2435,-17.0886
0.326,1.61822,2.17614,1.92702,-6.9478
0.328,1.38496,1.98245,17.7074,14.2323
0.33,1.15657,2.80557,8.37958,0.911066
0.332,0.913836,1.90846,-19.9999,-3.17553
0.334,1.54571,2.78375,11.7949,28.5398
0.336,1.52618,2.34215,-7.79912,-8.59375
0.338,1.67342,2.75707,-0.332843,7.75481
0.34,1.35444,2.83147,0.117613,9.68171
0.342,1.91468,2.8739,-4.10669,6.48483
0.344,1.72459,2.84322,-14.9459,-15.706
