# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 3e-06
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0.9,8.45738,-4.98085,-24.7882,26.6809
0.902,4.86278,-0.509274,31.6135,-58.6667
0.904,7.68442,-1.20773,35.3306,2.7868
0.906,3.33692,-0.136893,21.0106,-26.4923
0.908,0.2789,-3.95498,-20.5111,-12.4758
0.91,6.45216,-3.1062,-73.2022,-35.6428
0.912,6.83148,-0.847515,-4.12913,-57.4758
0.914,0.533274,-5.29555,-0.0571046,-52.5253
0.916,8.31638,-1.36056,24.9137,17.1064
0.918,3.54155,0.303284,36.3105,31.4685
0.92,4.37631,0.769269,-9.94208,6.95286
0.922,-0.310355,1.65007,-29.6627,-49.3936
0.924,-1.22798,-0.687527,51.7713,18.2781
0.926,-3.18231,-3.21268,24.3147,-35.6216
0.928,5.94436,-3.6277,-2.50349,-19.2578
0.93,6.06405,-1.29942,-8.1216,18.5738
0.932,1.62853,-2.33547,6.93456,34.2137
0.934,7.42732,-1.59271,-7.25232,4.24319
0.936,3.08015,-1.14745,-52.7832,0.414235
0.938,3.76916,-0.847141,17.6421,-25.3504
0.94,5.74492,-0.296294,48.2017,-37.9703
0.942,7.5237,-0.158898,-24.2216,-39.2785
0.944,1.87068,-4.21802,36.4676,-56.7073
0.946,2.53604,-4.12438,-40.5182,-40.3891
0.948,2.74392,1.49793,20.452,-0.695719
0.95,3.34856,-2.47983,-15.7066,9.2681
0.952,3.58399,-4.93654,21.9948,-26.0746
0.954,3.55572,0.403304,-32.1287,36.5661
0.956,-1.29545,-0.235442,15.9576,59.4042
0.958,8.38215,-3.08465,19.9739,76.2139
0.96,5.03349,1.47335,-68.1085,-2.03922
0.962,0.981009,3.42753,-57.9484,-18.737
0.964,0.413762,-4.28686,-70.5287,-83.0123
0.966,-1.75589,0.180054,-16.1417,33.4212
0.968,-0.833281,-5.42987,-2.26768,36.2322
0.97,-0.515403,-3.70805,32.2842,-10.8753
0.972,0.946438,0.367929,-25.9398,-54.7039
0.974,-0.85099,-0.132957,-4.73295,72.8418
0.976,3.58425,5.65363,-9.96558,23.9356
0.978,1.18891,-4.00965,22.3797,-3.99102
0.98,3.86066,-2.72543,47.4382,38.351
0.982,5.72825,-1.35811,-15.028,-20.0088
0.984,5.12447,3.51803,-43.3253,4.96103
0.986,3.138,-1.15976,-1.47204,14.8371
0.988,5.03536,-2.09827,18.2892,-39.7787
0.99,2.04279,2.26882,52.0598,-54.5512
0.992,5.74886,0.936018,-1.66436,-84.4055
0.994,3.09254,2.03957,7.45956,1.14757
0.996,1.01831,-4.04454,11.397,-9.78163
0.998,2.68238,-5.37525,53.6727,-19.642
1,3.21893,-3.42574,-23.9245,13.3951
1.002,2.59734,-0.223674,-16.0446,-7.45968
1.004,2.73458,0.0450389,-3.83609,-31.843
1.006,3.30601,-1.34877,-16.4665,62.0321
1.008,0.419381,-1.81075,5.53102,15.3731
1.01,5.28784,-1.51744,5.7755,0.576479
1.012,0.961665,-2.32089,5.63956,-11.1785
1.014,3.08066,1.12826,-2.59514,-21.991
1.016,2.10143,-0.0889254,24.4005,-11.0489
1.018,6.34839,-1.65262,-26.3748,48.9891
1.02,7.56283,1.94185,-9.62516,36.8802
1.022,-2.51227,-0.681014,-67.5372,-42.1913
1.024,2.51211,0.385181,21.5963,15.1764
1.026,4.18068,-3.72919,16.1126,-6.72685
1.028,2.98978,1.97366,70.4786,17.3356
1.03,-0.240998,-1.92956,-48.9786,-17.3871
1.032,5.56803,-2.67897,32.5129,-25.953
