# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 3e-07
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.0635,0.208359,-46.937,-22.0026
0.004,2.36576,-1.62721,92.4233,-23.5398
0.006,1.51365,-0.696778,-8.64194,-100.517
0.008,0.961292,0.749687,35.5816,-30.0909
0.01,4.33832,-0.185671,20.191,-16.9284
0.012,2.06747,-0.200886,-69.5624,16.3375
0.014,0.973079,0.373706,61.1835,-90.5261
0.016,2.251,-0.701634,-11.8927,4.87857
0.018,2.40772,-0.766262,-68.3171,-7.38369
0.02,2.90941,0.0935223,12.5276,-12.7747
0.022,2.6145,1.08896,92.5287,-28.8791
0.024,2.13025,0.492254,-45.0277,-35.2723
0.026,1.4126,1.58609,-32.4366,3.1001
0.028,-0.405554,0.0659196,-36.4166,15.4634
0.03,0.107098,0.449363,-5.9099,-48.0707
0.032,1.78233,0.850029,56.8241,53.9248
0.034,-1.65665,0.852209,-56.3515,-8.00025
0.036,1.01948,0.925773,86.0773,73.8425
0.038,2.31875,0.905078,-44.317,18.3544
0.04,2.72398,0.262668,-2.2676,69.8988
0.042,0.886566,-0.582159,-59.2832,-26.0843
0.044,0.509556,1.2158,-7.53724,49.2535
0.046,0.0102292,0.721281,12.6219,3.70874
0.048,0.228364,-0.311291,37.7021,45.9666
0.05,3.81047,0.333107,17.3043,-9.48426
0.052,3.5377,1.4026,19.4516,6.23846
0.054,0.894888,0.986519,74.7627,29.8774
0.056,-0.20111,1.62782,-1.08694,23.6194
0.058,1.54342,1.06088,-8.12139,-39.8203
0.06,0.214894,0.919897,25.9811,-96.3144
0.062,0.486323,0.308748,27.639,78.4009
0.064,3.44316,0.1584,-20.213,16.3537
0.066,0.21183,0.017088,143.205,-15.9323
0.068,1.87014,0.718862,-35.0481,20.6116
0.07,2.76779,0.789325,34.4982,41.9819
0.072,0.745767,1.01724,-35.3847,-146.879
0.074,0.906604,0.424349,-2.13711,-43.8213
0.076,1.41126,-1.22372,-66.482,2.46679
0.078,0.229443,-0.489236,-150.804,-20.2282
