# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 100000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0.752,3.6883,1.11438,-99.6533,75.7194
0.754,3.26155,1.3108,-21.1566,148.381
0.756,3.04909,0.670045,-126.627,42.8141
0.758,3.04143,0.361473,125.227,-6.49198
0.76,2.31132,1.39546,-11.1694,-22.1759
0.762,3.6456,0.973505,-85.3858,-337.715
0.764,3.81029,0.495984,58.4581,-115.182
0.766,3.93455,1.79537,-61.198,-73.4676
0.768,3.64087,0.482148,270.126,-10.1667
0.77,2.3171,0.981298,-349.531,-149.99
0.772,2.45758,0.779398,-138.773,-257.02
0.774,3.53151,0.572055,-45.2367,-119.092
0.776,2.5347,1.56944,154.998,115.45
0.778,3.17889,0.795108,180.084,-191.376
0.78,3.26452,0.926889,-18.7933,249.718
0.782,3.35589,1.19593,-51.7315,167.427
0.784,3.21293,-0.133405,30.8672,141.601
0.786,3.96358,-0.204331,157.316,99.5213
0.788,4.49765,1.27282,-60.3329,-105.599
0.79,2.99395,1.67331,24.1598,-141.039
0.792,3.97552,1.56099,-96.4261,154.499
0.794,2.17826,1.09999,65.1186,250.679
0.796,3.12919,1.63651,-0.459391,8.07397
0.798,4.09886,0.29922,178.15,-71.1771
0.8,3.82908,1.99624,-137.201,43.8819
0.802,3.11549,-0.0224347,-53.1119,123.097
0.804,4.31134,0.905263,-164.423,292.37
0.806,3.18195,-0.0985967,153.251,-98.4954
0.808,3.39981,2.62583,-180.743,-57.8738
0.81,4.90359,0.526927,-92.6189,161.031
0.812,4.86299,0.872556,22.7083,154.97
0.814,3.2445,0.875433,218.059,53.4181
0.816,3.94776,1.40391,-71.6786,-32.8396
0.818,3.85944,0.0428431,-158.238,305.867
0.82,4.46523,0.169516,34.8225,-75.1983
0.822,4.35335,2.07619,-108.699,73.7669
0.824,4.9319,-1.00303,176.116,-23.8393
0.826,3.90268,-0.423804,26.3241,-19.2926
0.828,4.18424,-0.376409,-101.797,-28.2908
0.83,3.96493,0.781778,-211.026,4.21154
0.832,3.57506,0.793459,90.3406,95.074
0.834,5.69796,0.920668,137.173,-40.969
0.836,6.6271,1.29491,-108.124,-50.8808
0.838,4.38307,1.57464,-7.34107,140.841
0.84,5.20428,-0.588767,-85.1939,113.916
0.842,4.96608,0.594943,-162.673,148.482
0.844,5.18173,0.432449,112.364,172.727
0.846,4.7748,0.0448479,38.8577,54.3004
0.848,6.26404,0.673244,-215.747,-32.5877
0.85,4.35652,-1.10269,83.1708,137.726
0.852,4.47381,0.618103,-83.9812,-45.3479
0.854,4.41921,-1.54492,-95.0995,132.121
0.856,6.14328,0.510705,127.946,179.429
0.858,5.66276,-0.86255,-120.554,-21.176
0.86,4.04248,0.719988,-23.4991,-40.8172
0.862,5.87023,-1.70379,-158.002,66.121
0.864,5.65455,-0.486822,31.4604,-154.145
0.866,5.29255,-1.3863,88.649,89.2873
0.868,5.03082,-0.676276,-37.258,-125.406
0.87,3.91136,-1.32352,43.0678,61.7098
0.872,5.68364,-1.09315,173.795,-123.888
0.874,4.6723,0.00600405,-120.592,233.809
0.876,5.50464,0.752165,-59.9418,111.874
