# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.03
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,1.06068e-12,0,7.75825e-24,0
0.002,1.51139,-0.00852496,0.137932,-0.0929725
0.004,1.50968,0.0137958,-0.723997,-0.447355
0.006,1.49592,0.00908019,-0.55624,0.765798
0.008,1.5062,0.0290333,-0.243347,-0.363631
0.01,1.5017,0.0513537,0.446875,-0.503849
0.012,1.52059,0.0332432,-0.0907808,0.696453
0.014,1.51321,0.064182,0.0550572,1.02968
0.016,1.51065,0.0631496,1.10084,-0.795283
0.018,1.50791,0.0606631,-0.700578,-0.64383
0.02,1.50781,0.0642072,0.134328,-0.289314
0.022,1.50172,0.0685371,-0.0431008,0.0520017
0.024,1.50401,0.088743,0.541149,0.0439613
0.026,1.50655,0.0948307,-0.859847,0.0217958
0.028,1.51808,0.096546,-0.347213,0.158868
0.03,1.50603,0.110951,0.0622941,0.485513
0.032,1.50909,0.110119,-0.154527,-0.0689509
0.034,1.50931,0.136107,-0.16028,0.659796
0.036,1.5085,0.124396,0.0927193,-0.679318
0.038,1.50669,0.129423,0.16412,0.863731
0.04,1.4955,0.145442,-0.561757,0.626854
0.042,1.5075,0.145379,0.116133,0.198344
0.044,1.50115,0.16105,-0.156986,-0.418515
0.046,1.50317,0.164431,-0.2575,0.096319
0.048,1.51456,0.172524,-0.356975,0.0444296
0.05,1.48467,0.171207,0.608396,0.0680872
0.052,1.51726,0.183405,-1.17383,-1.12676
0.054,1.50182,0.190472,-0.0891127,-0.245745
0.056,1.5204,0.195346,-0.445875,-0.377354
0.058,1.50522,0.206567,-0.788217,-0.620624
0.06,1.50017,0.230101,0.395953,0.83371
0.062,1.49228,0.226912,1.13686,-0.545815
0.064,1.49643,0.218453,0.440421,0.338307
0.066,1.50531,0.227167,0.70881,0.340425
0.068,1.50537,0.262159,-0.736094,-1.58701
0.07,1.50226,0.257466,0.223845,-0.503605
0.072,1.49721,0.269691,-0.242482,1.09257
0.074,1.51404,0.261285,0.292476,-0.0949974
0.076,1.5088,0.268895,0.0713896,-0.189131
0.078,1.50152,0.299443,-0.551601,0.634395
0.08,1.49445,0.308008,-0.473725,-0.206646
0.082,1.51196,0.302692,0.197205,1.02939
0.084,1.51374,0.307177,-0.434283,-0.205521
0.086,1.49103,0.315907,1.44103,-0.172539
0.088,1.50688,0.324319,-0.811073,-1.45392
0.09,1.51347,0.332147,-0.323602,0.488924
0.092,1.50385,0.33737,-1.08994,0.480776
0.094,1.4942,0.345684,-0.558254,1.01929
0.096,1.49426,0.347743,-0.167962,-0.465673
0.098,1.50896,0.349984,-0.2006,-0.0134358
0.1,1.51846,0.358077,0.337892,0.859916
0.102,1.50862,0.368265,0.181564,-0.150123
0.104,1.51038,0.375656,-1.7464,1.01884
0.106,1.50846,0.400933,-0.138461,-0.708981
0.108,1.50718,0.393218,0.476959,0.758493
0.11,1.51447,0.420634,0.947399,0.646714
0.112,1.49683,0.411076,-1.55853,-0.91017
0.114,1.5201,0.433986,-1.57298,-0.222689
0.116,1.52008,0.434677,0.967599,-1.42825
0.118,1.49897,0.45632,-1.18638,0.619969
0.12,1.50111,0.449029,0.764916,0.68949
0.122,1.50198,0.45761,-0.489338,-0.334985
0.124,1.49488,0.471278,-0.2651,1.09117
0.126,1.50456,0.486544,2.15331,-0.15587
0.128,1.49894,0.484718,-0.727483,0.120723
0.13,1.50644,0.490232,-0.559187,0.25828
0.132,1.50869,0.499203,0.387233,0.870028
0.134,1.4947,0.504084,1.47519,0.119591
0.136,1.49985,0.511878,0.344876,-3.35804
0.138,1.51581,0.539043,0.0630111,-1.7375
0.14,1.49893,0.537656,-1.50145,0.454001
0.142,1.49409,0.550752,-0.857408,-0.563126
0.144,1.49653,0.560589,2.51884,1.56173
0.146,1.50936,0.579548,-0.445411,-1.28777
0.148,1.48631,0.587757,1.94234,1.01244
0.15,1.50409,0.594898,0.0286683,-0.950594
0.152,1.50454,0.581533,0.350624,-2.54495
0.154,1.49853,0.60205,1.04259,-0.549136
0.156,1.48798,0.626289,-1.41638,1.88697
0.158,1.49936,0.643634,1.67029,2.15973
0.16,1.49259,0.633126,-0.262531,0.420525
0.162,1.49046,0.637232,-0.71037,0.0622929
0.164,1.49964,0.653603,-1.54638,-1.51675
0.166,1.50366,0.66833,4.88471,-2.37871
0.168,1.48832,0.692165,0.0593727,-1.86897
0.17,1.51206,0.674031,-0.582805,1.42057
0.172,1.5006,0.705169,1.02703,2.07071
0.174,1.48999,0.695201,-0.427311,-1.56742
0.176,1.4968,0.723647,1.5532,2.27672
0.178,1.50513,0.736487,-3.41902,0.885663
0.18,1.51143,0.751894,-3.82443,4.0377
0.182,1.47479,0.740754,-2.08069,0.776216
0.184,1.523,0.750962,-3.1323,3.92025
0.186,1.48679,0.766625,-2.56716,-0.709208
0.188,1.5194,0.780845,1.84463,-3.11201
0.19,1.5005,0.792109,-3.56537,-5.84731
0.192,1.49932,0.814341,-2.25261,0.631102
0.194,1.49832,0.815744,1.80018,3.57364
0.196,1.50409,0.801678,-0.377592,5.35553
0.198,1.50734,0.836095,-0.751535,-2.93794
0.2,1.49556,0.84271,-4.33892,14.2191
0.202,1.51191,0.864768,-3.24607,-1.76072
0.204,1.49144,0.867077,3.10473,-4.44396
0.206,1.5002,0.902137,-5.13816,-15.0604
0.208,1.49233,0.896008,-5.10489,-4.25847
0.21,1.48354,0.923586,-13.2656,-10.3098
0.212,1.48347,0.935785,-8.06987,-18.8234
0.214,1.50208,0.93679,23.0551,19.8508
0.216,1.51265,0.95886,-21.9029,-2.77466
0.218,1.49996,0.955805,11.0823,-3.82991
0.22,1.48882,0.964581,-6.63665,-6.96099
