# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.3
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,3.4136e-13,0,3.05626e-26,0
0.002,1.4378,0.0199293,-0.00152165,0.0249261
0.004,1.50227,0.015839,0.0362843,-0.0376545
0.006,1.50514,0.0234607,0.0364613,-0.0122593
0.008,1.49066,0.00450722,-0.0355504,-0.00844942
0.01,1.50298,0.0102263,0.0012816,0.0251069
0.012,1.47362,0.0734394,-0.0191563,-0.000573291
0.014,1.48073,0.0526856,0.0392996,0.0160223
0.016,1.49743,0.0410756,0.0385874,-0.0311864
0.018,1.44899,0.0328457,-0.0361863,0.0137568
0.02,1.4774,0.0536985,-0.0219512,-0.0179283
0.022,1.49387,0.0841448,-0.0417797,-0.00724262
0.024,1.52199,0.10899,-0.039333,0.0126857
0.026,1.44837,0.0656337,0.0259148,-0.0198677
0.028,1.49534,0.0801197,-0.017893,0.0536162
0.03,1.47784,0.128262,-0.0151068,-0.00798375
0.032,1.46155,0.0547195,0.0245193,0.000952747
0.034,1.48766,0.126643,-0.0245656,0.0397733
0.036,1.46898,0.137586,-0.00281299,-0.0486851
0.038,1.44376,0.129269,0.00697355,-0.0218613
0.04,1.46749,0.117933,0.0184529,0.0368178
0.042,1.47083,0.190332,0.0199553,0.0125121
0.044,1.51316,0.137819,-0.0189645,0.0219075
0.046,1.4763,0.0967375,0.00139292,-0.00085634
0.048,1.44899,0.174008,0.0104867,-0.00769767
0.05,1.53875,0.181795,0.0414266,0.0108011
0.052,1.48254,0.207809,-0.0345815,0.00437482
0.054,1.51569,0.186291,3.70229e-05,0.00924888
0.056,1.4529,0.213187,-0.00387174,0.0315097
0.058,1.48219,0.193699,-0.0170213,0.0501022
0.06,1.46638,0.19905,0.0453995,-0.0797794
0.062,1.44751,0.230158,-0.0406822,0.0262128
0.064,1.46632,0.230133,0.0331498,0.0181147
0.066,1.48589,0.204875,0.0314109,-0.0303534
0.068,1.51118,0.259791,0.0455339,0.0229228
0.07,1.52714,0.228619,0.0170453,0.00733695
0.072,1.5196,0.249777,0.0200423,-0.00407015
0.074,1.51308,0.25,0.0214896,0.0254675
0.076,1.4815,0.27628,0.0586385,-0.00316231
0.078,1.52174,0.257696,-0.00305518,-0.0290763
0.08,1.47721,0.301356,0.0366272,0.0425343
0.082,1.4803,0.286723,-0.00708311,0.0336711
0.084,1.5405,0.255065,0.00628278,0.00288241
0.086,1.52508,0.281685,-0.0313073,0.0102659
0.088,1.4944,0.348004,0.032829,0.0311569
0.09,1.51522,0.319263,0.0212827,0.0315364
0.092,1.5081,0.342063,-0.0325051,0.00564028
0.094,1.46698,0.321753,0.00965886,0.0279123
0.096,1.4649,0.307058,-0.0246985,-0.000595959
0.098,1.47447,0.365563,0.06095,0.0832883
0.1,1.53523,0.404491,0.0467539,-0.032493
0.102,1.46959,0.296961,-0.0221256,0.0145108
0.104,1.40766,0.353365,-0.044255,0.00898972
0.106,1.50374,0.323592,0.0301137,-0.0511135
0.108,1.45245,0.361678,-0.0361194,-0.0308909
0.11,1.50788,0.38912,0.0159314,0.0462492
0.112,1.48995,0.409534,0.060969,-0.0725132
0.114,1.49967,0.395796,0.00558212,0.0183818
0.116,1.53911,0.393515,0.0436863,0.0210467
0.118,1.48562,0.428337,0.0137243,-0.0654177
0.12,1.45422,0.400351,0.000422838,0.0600107
0.122,1.5052,0.429238,-0.0607426,-0.0181513
0.124,1.47827,0.445299,0.0631673,-0.0632905
0.126,1.49033,0.493067,0.0644752,0.026277
0.128,1.50655,0.444852,-0.00597196,-0.00386654
0.13,1.46667,0.458609,0.010109,0.0333376
0.132,1.52057,0.484228,-0.0494805,-0.0492729
0.134,1.4964,0.533894,-0.0470855,-0.0922803
0.136,1.48315,0.488623,0.0302534,0.120684
0.138,1.47024,0.492679,0.0942985,-0.0317292
0.14,1.48837,0.468487,0.0747067,-0.0514951
0.142,1.46185,0.451138,-0.00394811,-0.114475
0.144,1.49418,0.569092,0.0407367,-0.0288433
0.146,1.48658,0.56294,0.0231245,-0.0237612
0.148,1.50877,0.607411,0.0314481,0.0627132
0.15,1.48178,0.577039,0.0142063,-0.0931443
0.152,1.46766,0.58337,0.0128262,0.0431792
0.154,1.47621,0.62864,-0.134382,-0.131859
0.156,1.45056,0.525393,0.0416898,-0.0539027
0.158,1.52219,0.592199,0.174038,-0.0778235
0.16,1.47603,0.642077,-0.0921243,-0.039957
0.162,1.44846,0.681505,-0.0629381,0.0912695
0.164,1.51854,0.616292,0.128078,0.117455
0.166,1.44836,0.652101,0.150387,0.0730987
0.168,1.47852,0.635292,-0.148016,0.0553859
0.17,1.47425,0.627791,-0.0117957,0.0161623
0.172,1.52599,0.651353,0.0625522,-0.00197038
0.174,1.51446,0.717278,-0.147049,-0.029032
0.176,1.51761,0.69542,-0.0554657,0.0435777
0.178,1.49976,0.704736,0.0707286,-0.0494646
0.18,1.50829,0.725096,-0.0746689,-0.0801646
0.182,1.51795,0.72939,-0.179304,0.23199
0.184,1.45997,0.713851,0.127639,0.0111775
