# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.42904,0.00712201,-0.000841474,-0.000514087
0.004,1.43149,0.0106337,-0.00110133,0.000601572
0.006,1.42751,0.0153266,-0.000926708,-0.00137408
0.008,1.42738,0.021723,-0.00192834,-0.000869013
0.01,1.42718,0.0266413,-0.00129046,-0.000254226
0.012,1.42753,0.0344375,-0.000835419,-0.000687141
0.014,1.42771,0.0393688,-2.39217e-05,0.000290339
0.016,1.42897,0.0452237,-0.00205092,7.4785e-06
0.018,1.42965,0.051694,-0.00133768,0.000828829
0.02,1.4291,0.0555863,-0.000103143,-0.000564661
0.022,1.42799,0.0625752,-0.00197046,-0.000997892
0.024,1.43149,0.0657711,-0.00129285,0.000234809
0.026,1.43096,0.0734287,-0.00120628,-0.000108675
0.028,1.43122,0.0797174,-0.00164172,0.000425608
0.03,1.43008,0.0833669,-0.00116838,-0.000839638
0.032,1.43041,0.0909322,-0.000133714,-0.00083266
0.034,1.43033,0.0954528,-0.00150756,-0.000206266
0.036,1.4305,0.101039,-0.000378173,0.000311334
0.038,1.43092,0.107928,-0.00184689,-0.000795632
0.04,1.42981,0.113297,-0.00134728,0.000771779
0.042,1.43227,0.116458,-0.00196123,-0.000107202
0.044,1.428,0.124527,-0.00137234,0.000552455
0.046,1.43087,0.130396,-0.000632178,-6.83999e-05
0.048,1.43006,0.13834,-0.00103864,3.04304e-05
0.05,1.43212,0.143292,-0.000741792,-0.00116322
0.052,1.42985,0.148523,-0.00167635,-0.000656554
0.054,1.43159,0.152354,-0.00176056,-0.00218168
0.056,1.43154,0.159101,-0.000826124,-0.00204422
0.058,1.43281,0.165178,-0.00157692,-0.00102443
0.06,1.43386,0.171822,-0.00118954,0.000289562
0.062,1.43321,0.177188,-0.000705946,-0.00273208
0.064,1.43221,0.183356,-0.00118478,-0.00134774
0.066,1.43325,0.189954,-0.0013007,-0.000795972
0.068,1.43287,0.194617,-0.000934123,-0.00163029
0.07,1.43407,0.199744,-0.00220159,-0.000663473
0.072,1.43585,0.20451,-0.00137666,-0.000737182
0.074,1.43472,0.21415,-0.00189237,-0.00161147
0.076,1.43736,0.219819,-0.00184283,-0.00111828
0.078,1.43494,0.225692,-0.00228954,-0.000987122
0.08,1.43647,0.233603,-0.000938691,-0.000580645
0.082,1.43784,0.235826,-0.0025754,-0.000895943
0.084,1.43513,0.243757,-0.00204816,-0.00227476
0.086,1.43731,0.251522,-0.00222128,-0.000592049
0.088,1.43682,0.257674,-0.00162773,-0.00168073
0.09,1.43772,0.261613,0.000228039,-0.00257943
0.092,1.43659,0.26984,-0.00106695,-0.00102826
0.094,1.43838,0.275077,-0.00153824,-0.00237955
0.096,1.43961,0.279825,-0.00224568,-0.0016522
0.098,1.4416,0.286901,-0.000630739,-0.00201977
0.1,1.43918,0.296176,-0.00275045,-0.00198348
0.102,1.4398,0.300837,-0.00268099,-0.00212913
0.104,1.44212,0.306088,-0.00126319,-0.00338306
0.106,1.44092,0.312653,-0.00295618,-0.00269033
0.108,1.44315,0.319944,-0.00140291,-0.000614059
0.11,1.44443,0.324761,-0.0025101,-0.00217785
0.112,1.44174,0.331551,-0.00255231,-0.00379745
0.114,1.44237,0.336672,-0.00438258,-0.00304055
0.116,1.44433,0.346276,-0.000307659,-0.00400365
0.118,1.44791,0.35032,-0.00211634,-0.00191327
0.12,1.44562,0.356556,-0.00259354,-0.00482571
0.122,1.44665,0.365914,-0.0023332,-0.00363269
0.124,1.44568,0.370618,-0.0017146,-0.00454318
0.126,1.44672,0.380417,-0.00348234,-0.00232174
0.128,1.44908,0.385452,-0.00366709,-0.00315083
0.13,1.44944,0.39042,-0.00230099,-0.00385356
0.132,1.45427,0.400996,-0.00281907,-0.00239058
0.134,1.45198,0.408378,-0.00241409,-0.00417202
0.136,1.45379,0.416774,-0.00338531,-0.00497991
0.138,1.45187,0.420718,-0.00464537,-0.00307093
0.14,1.45513,0.429663,-0.00217016,-0.00223304
0.142,1.45338,0.437387,-0.00305147,-0.00419255
0.144,1.45488,0.440946,-0.0052791,-0.0052009
0.146,1.45481,0.45001,-0.000963804,-0.00536013
0.148,1.45711,0.457634,-0.00297842,-0.00586532
0.15,1.45813,0.466984,-0.0029664,-0.00538789
0.152,1.45974,0.472409,-0.00236136,-0.00632551
0.154,1.46166,0.479748,-0.00581262,-0.00300201
0.156,1.45993,0.485762,-0.00422077,-0.00296552
