# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.0003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.51588,0.0489048,-0.0818998,-0.0115988
0.004,1.48652,0.028592,0.0147336,0.0207526
0.006,1.50042,-0.0353133,-0.0379123,-0.0883874
0.008,1.48313,-0.0216026,0.0495577,-0.0974856
0.01,1.53034,0.0396071,-0.00968694,0.0345437
0.012,1.46751,0.0227626,0.0851112,0.0747647
0.014,1.45443,0.0442847,0.00312331,-0.0519438
0.016,1.49313,0.0848692,-0.0262503,0.0414309
0.018,1.47606,0.0318272,0.0146194,0.0256179
0.02,1.48131,0.098164,-0.0701234,-0.0909716
0.022,1.46889,0.111575,-0.0367425,0.0254277
0.024,1.48829,0.0808622,0.0952899,-0.0482181
0.026,1.54108,0.0990278,0.0626844,-0.00292684
0.028,1.52625,0.0461966,-0.0122652,0.00245954
0.03,1.47848,0.109011,-0.0775442,0.0197592
0.032,1.48666,0.0886896,-0.0237128,0.0651563
0.034,1.43925,0.182277,-0.0347744,-0.0128387
0.036,1.48875,0.0490166,-0.0164645,-0.00217162
0.038,1.53764,0.0780621,0.00940766,-0.0186119
0.04,1.47685,0.119852,0.0237242,0.00414613
0.042,1.52829,0.144826,0.0335837,0.0238643
0.044,1.50679,0.158459,0.00735756,0.0119708
0.046,1.47859,0.185665,0.0168136,-0.00797639
0.048,1.51582,0.204603,-0.0502674,0.0242942
0.05,1.5149,0.184043,-0.0637002,-0.00196811
0.052,1.49116,0.200503,0.00705896,-0.0417412
0.054,1.43738,0.199174,0.0304325,-0.0863538
0.056,1.42834,0.2168,0.0173275,-0.0162187
0.058,1.47967,0.273612,-0.00435205,-0.0753277
0.06,1.48469,0.212714,0.0234366,-0.0929652
0.062,1.50266,0.148261,-0.0390565,0.0703619
0.064,1.55966,0.200918,0.00571144,0.0543184
0.066,1.46168,0.282581,0.0695356,0.0317288
0.068,1.44239,0.290325,0.0571522,-0.011485
0.07,1.51003,0.275266,-0.0709364,0.0328905
0.072,1.50929,0.320341,-0.0627026,0.0274673
0.074,1.54039,0.226516,-0.0755535,-0.0210477
0.076,1.44726,0.251868,-0.0680584,-0.0331286
0.078,1.53333,0.256753,-0.064815,0.0588056
0.08,1.51624,0.322172,-0.0420229,0.00867873
0.082,1.55912,0.251077,-0.0140924,-0.132638
