0,624.489,0
0.00117647,0.00385307,0.00818671
0.00235294,0.00411347,-0.0120277
0.00352941,0.00407437,0.0190793
0.00470588,-0.00981454,-0.0224794
0.00588235,-0.0342305,-0.0335516
0.00705882,-0.0253401,0.0113074
0.00823529,-0.00989262,-0.0389844
0.00941176,0.0464971,-0.00430699
0.0105882,-0.029734,-0.0468772
0.0117647,1.23731e-06,0.0183291
0.0129412,0.0123912,0.0342937
0.0141176,-0.00732969,0.00716322
0.0152941,0.0333183,0.0187076
0.0164706,-0.0462592,0.00437759
0.0176471,-0.0333684,0.122676
0.0188235,-0.0692219,0.0506644
0.02,-0.0269312,-0.0334068
0.0211765,0.0193543,-0.0195281
0.0223529,-0.144702,0.0143092
0.0235294,0.013192,-0.0239432
0.0247059,-0.0387732,0.0447858
0.0258824,0.0215764,-0.0196885
0.0270588,0.0533827,-0.0311153
0.0282353,-0.0521947,0.0393274
0.0294118,-0.0727613,-0.0388019
0.0305882,0.010657,-0.0172346
0.0317647,0.0070319,-0.0515845
0.0329412,-0.0246622,0.0246543
0.0341176,0.00373673,-0.0456012
0.0352941,0.0591322,-0.0222195
0.0364706,-0.114546,-0.0105847
0.0376471,-0.0317599,0.0047913
0.0388235,0.0761022,-0.0875701
0.04,0.0836347,0.0692103
0.0411765,-0.00989824,-0.0196548
0.0423529,0.0468921,-0.0133738
0.0435294,0.00171692,0.030376
0.0447059,-0.011636,-0.0894218
0.0458824,0.0729332,-0.0196459
0.0470588,-0.148842,-0.0259588
0.0482353,-0.0882503,-0.0771402
0.0494118,0.0200932,0.157847
0.0505882,-0.140489,-0.0619981
0.0517647,-0.0613207,0.00515626
0.0529412,-0.010062,0.0230978
0.0541176,0.0280113,0.0195334
0.0552941,-0.0159163,0.148661
0.0564706,-0.0396628,0.0429904
0.0576471,0.106368,0.0202894
0.0588235,-0.034887,0.0142815
0.06,0.0656347,-0.0924783
0.0611765,-0.0870158,0.0133656
0.0623529,-0.157529,-0.00661917
0.0635294,0.0541314,-0.000822799
0.0647059,0.000354662,-0.0862027
0.0658824,0.0628419,-0.0287252
0.0670588,0.129883,-0.0122259
0.0682353,0.0424516,0.0521611
0.0694118,0.00127601,0.0320682
0.0705882,0.023705,0.0406943
