# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,127.052,0,36.6768,0
0.002,1.36512,0.00367508,-0.00073525,0.000160418
0.004,1.36532,0.0099435,-0.00088427,-0.00041949
0.006,1.36548,0.0149524,-0.00103855,-0.00019976
0.008,1.36637,0.0171832,-0.000546659,2.68326e-05
0.01,1.36597,0.0242672,-0.0010369,-0.000380108
0.012,1.36686,0.0272187,-0.000732666,-0.000129761
0.014,1.365,0.0334398,-0.00061207,-8.31221e-05
0.016,1.36706,0.0378595,-0.00167805,-0.000325096
0.018,1.36675,0.0421224,-0.00112246,-0.000678151
0.02,1.36778,0.0455577,-0.000982984,-0.000573239
0.022,1.36699,0.0506472,-0.0013415,-0.000284538
0.024,1.36687,0.0552825,-0.0016222,0.000326429
0.026,1.3663,0.0604872,-0.000970412,-0.000462495
0.028,1.3673,0.0673123,-0.00158765,-0.000524148
0.03,1.36743,0.0707604,-0.00125037,-0.000436408
0.032,1.36876,0.0761368,-0.000845851,-0.000711321
0.034,1.36736,0.0786203,-0.00101219,-0.000821712
0.036,1.36786,0.0852058,-0.00104563,-0.000681553
0.038,1.36867,0.0873823,-0.00108592,0.000157458
0.04,1.3677,0.0925385,-0.000928556,-0.000779673
0.042,1.36851,0.0998984,-0.00121641,-0.000140957
0.044,1.36727,0.100704,-0.000823593,7.20024e-06
0.046,1.37035,0.106055,-0.000169988,-0.00114159
0.048,1.37024,0.1112,-0.000904659,-0.000526339
0.05,1.36896,0.116318,-0.001152,-0.000121771
0.052,1.36961,0.120518,-0.00162917,0.000183273
0.054,1.37107,0.126905,-0.00233397,-0.000831451
0.056,1.37101,0.129828,-0.00109994,-0.000319597
0.058,1.37078,0.137437,-0.000730839,-0.000842555
0.06,1.3719,0.139204,-0.00154197,-0.000163509
0.062,1.37146,0.145064,-0.000797166,-0.0002396
0.064,1.37501,0.150197,-0.000518378,-0.000701053
0.066,1.37348,0.154053,-0.00117173,-0.000953649
0.068,1.37235,0.157838,-0.00151253,-0.000988477
0.07,1.37454,0.165234,-0.00135227,-0.00121353
0.072,1.37508,0.168568,-0.00106373,9.36802e-06
0.074,1.37463,0.175475,-0.00145786,-0.000987833
0.076,1.37626,0.177818,-0.0013353,-0.000933448
0.078,1.37503,0.183277,-0.00103533,-0.000679908
0.08,1.3765,0.187906,-0.00137581,-0.000774751
0.082,1.37741,0.19307,-0.00126708,-0.0010691
0.084,1.37818,0.198802,-0.000976871,-0.00146257
0.086,1.37732,0.205959,-0.00258174,-0.00124792
0.088,1.3795,0.208874,-0.00153398,-0.00146587
0.09,1.37932,0.214753,-0.00149671,-0.00105519
0.092,1.38103,0.219248,-0.00130273,-0.00178238
0.094,1.3806,0.223119,-0.000994449,-0.00218436
0.096,1.3833,0.230264,-0.00145423,-0.00138668
0.098,1.38235,0.23472,-0.00064839,-0.00167114
0.1,1.38222,0.239376,-0.0017122,-0.00191794
0.102,1.38474,0.243662,-0.00221022,-0.00127384
0.104,1.38405,0.251424,-0.00139909,-0.00126519
0.106,1.38427,0.256285,-0.00248253,-0.00146384
0.108,1.3849,0.259962,-0.000844234,-0.00147621
0.11,1.38591,0.266695,-0.0013979,-0.0015967
0.112,1.38631,0.269776,-0.00192602,-0.00193122
0.114,1.38705,0.276183,-0.000790613,-0.0019517
0.116,1.3877,0.280991,-0.00215715,-0.00172612
0.118,1.38858,0.286538,-0.00169725,-0.0020326
0.12,1.39287,0.293698,-0.000951387,-0.00181399
0.122,1.3915,0.299458,-0.00194886,-0.00129705
0.124,1.39302,0.303328,-0.00175821,-0.00245593
0.126,1.39237,0.3112,-0.00197514,-0.00271063
0.128,1.39688,0.314556,-0.00206392,-0.00278903
0.13,1.39666,0.31971,-0.00312918,-0.00165483
0.132,1.39796,0.325978,-0.00231301,-0.00302703
0.134,1.39971,0.330581,-0.00350927,-0.00126393
0.136,1.39822,0.337667,-0.00223176,-0.00296098
0.138,1.39975,0.343139,-0.00363944,-0.00339957
0.14,1.40265,0.349973,-0.00449097,-0.00286951
0.142,1.4005,0.353246,-0.00260242,-0.00317994
0.144,1.40447,0.360727,-0.0022609,-0.0018633
0.146,1.4053,0.367286,-0.00281454,-0.00400361
0.148,1.40636,0.371535,-0.00418448,-0.00343813
0.15,1.40845,0.375721,-0.00314791,-0.00198095
0.152,1.4096,0.384177,-0.00408178,-0.00404897
0.154,1.41084,0.388969,-0.00322199,-0.00359423
0.156,1.41154,0.395834,-0.0035917,-0.00323877
0.158,1.41436,0.402563,-0.00291141,-0.00224285
0.16,1.41435,0.408373,-0.00538585,-0.00387666
0.162,1.41721,0.415712,-0.00522975,-0.00325914
0.164,1.41841,0.420362,-0.00382538,-0.00374726
0.166,1.42184,0.426026,-0.00528374,-0.00282999
0.168,1.42093,0.432446,-0.00463463,-0.00303511
0.17,1.42334,0.438819,-0.00437284,-0.00413869
0.172,1.42434,0.444941,-0.00505634,-0.00317036
0.174,1.42468,0.451574,-0.0048573,-0.00660442
0.176,1.42728,0.460112,-0.0039214,-0.00511414
0.178,1.43097,0.465848,-0.00411292,-0.00527484
0.18,1.43069,0.472883,-0.00848581,-0.00448387
0.182,1.43321,0.478479,-0.00610572,-0.00658989
0.184,1.43614,0.485319,-0.00946865,-0.00395452
0.186,1.43456,0.491788,-0.00833231,-0.00281595
0.188,1.4386,0.499085,-0.00832792,-0.00586507
0.19,1.43931,0.506524,-0.00942082,-0.00285973
0.192,1.44318,0.514093,-0.00842909,-0.006105
0.194,1.44398,0.519952,-0.0100635,-0.00642755
0.196,1.44702,0.527931,-0.0135533,-0.00711817
0.198,1.44746,0.535433,-0.0119085,-0.00292751
0.2,1.44975,0.539416,-0.00756505,-0.00714391
0.202,1.45258,0.547865,-0.0148105,-0.0037613
0.204,1.45617,0.557831,-0.0115489,-0.00341023
0.206,1.45879,0.562255,-0.0181324,-0.00567233
0.208,1.46382,0.571997,-0.0175991,-0.00170408
0.21,1.46448,0.581087,-0.0165911,0.000289507
0.212,1.46554,0.589244,-0.0113534,0.00272277
0.214,1.46972,0.594035,-0.0177699,-0.00251649
0.216,1.47144,0.603977,-0.0143811,-0.000976252
0.218,1.47638,0.614415,-0.018736,-0.000845222
0.22,1.47738,0.618298,-0.0184304,0.00397203
0.222,1.48016,0.631152,-0.0251473,-0.00236254
0.224,1.48331,0.636095,-0.0216839,-0.0016679
0.226,1.48573,0.643989,-0.0257576,0.00513503
0.228,1.48981,0.653113,-0.0225468,0.00827763
0.23,1.49262,0.663354,-0.0244447,0.0100069
0.232,1.49464,0.671029,-0.0167388,0.00891614
0.234,1.50037,0.677069,-0.019546,0.0186067
0.236,1.50539,0.687966,-0.0150506,0.0128974
0.238,1.50914,0.695659,-0.022999,0.0178109
0.24,1.5095,0.706822,-0.0159431,0.0130332
0.242,1.51591,0.714428,-0.016339,0.0147479
0.244,1.51928,0.721239,-0.0102959,0.015214
0.246,1.52422,0.73523,-0.0129168,0.0180807
0.248,1.52668,0.746338,-0.0134394,0.00919034
0.25,1.53108,0.754221,-0.00953467,0.0197164
0.252,1.53659,0.761233,-0.0107955,0.015031
0.254,1.54117,0.772247,-0.00755399,0.0163524
0.256,1.54599,0.779958,-0.00698912,0.0182528
0.258,1.55509,0.793994,-0.00696755,0.0157801
0.26,1.56053,0.801008,-0.00918896,0.0172971
0.262,1.56156,0.80964,-0.00727233,0.0198805
0.264,1.56679,0.826851,-0.00247382,0.0168715
0.266,1.57107,0.834163,-0.00744958,0.0180237
0.268,1.57773,0.844259,-0.00846564,0.0153819
0.27,1.58118,0.857812,-0.01024,0.0147795
0.272,1.58989,0.865913,-0.00107656,0.0147111
0.274,1.59313,0.878548,-0.00851538,0.011436
