# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0.434,4.41328,1.2158,0.0245716,0.0179703
0.436,4.4789,1.12352,0.0234665,0.0162673
0.438,4.55178,1.03807,0.0278064,0.0157753
0.44,4.61539,0.952406,0.0268893,0.0145894
0.442,4.64433,0.858907,0.0276064,0.0135084
0.444,4.69806,0.746952,0.0242052,0.00997045
0.446,4.73132,0.63223,0.02531,0.0084949
0.448,4.76844,0.529384,0.0253314,0.0116718
0.45,4.81252,0.421377,0.0298745,0.00824326
0.452,4.78722,0.309979,0.026959,0.00748639
0.454,4.81738,0.184983,0.0291426,0.00545523
0.456,4.81061,0.0800616,0.0262306,0.00477392
0.458,4.79643,-0.0586331,0.0292622,0.00484681
0.46,4.77947,-0.177699,0.0278973,0.000496062
0.462,4.77597,-0.258191,0.0293648,-0.00117842
0.464,4.749,-0.367873,0.0264802,-0.000163911
0.466,4.68489,-0.462509,0.0291085,-0.00028936
0.468,4.64585,-0.565463,0.024148,-0.000653308
0.47,4.59454,-0.663162,0.0265852,-0.00677175
0.472,4.53708,-0.768209,0.0273638,-0.00833949
0.474,4.47626,-0.843548,0.0245143,-0.00528942
0.476,4.41759,-0.905896,0.0228794,-0.00565032
0.478,4.3556,-0.959701,0.021536,-0.00498707
0.48,4.28415,-1.04292,0.0204366,-0.00634662
0.482,4.2242,-1.1232,0.0233103,-0.00741698
0.484,4.16166,-1.15983,0.0204669,-0.0119605
0.486,4.08665,-1.21855,0.0205086,-0.00840053
0.488,4.01485,-1.2634,0.0172036,-0.00692653
0.49,3.93729,-1.28604,0.0190318,-0.00521563
0.492,3.86586,-1.32606,0.0152705,-0.0099162
0.494,3.80459,-1.3485,0.018718,-0.011474
0.496,3.73465,-1.37901,0.0173355,-0.0100255
0.498,3.67067,-1.373,0.0188377,-0.00719638
0.5,3.59947,-1.42481,0.0155455,-0.0136743
0.502,3.5445,-1.4412,0.0126466,-0.0137295
0.504,3.47873,-1.44447,0.012851,-0.012238
0.506,3.40748,-1.455,0.0117297,-0.00981389
0.508,3.32993,-1.45277,0.0113389,-0.00729759
0.51,3.29841,-1.46801,0.012354,-0.0119981
0.512,3.25552,-1.45213,0.0106615,-0.0114435
0.514,3.18406,-1.47214,0.0126141,-0.0109825
0.516,3.1374,-1.46887,0.00887496,-0.0110671
0.518,3.08703,-1.45128,0.00594477,-0.0105272
0.52,3.03707,-1.45854,0.011741,-0.00970449
0.522,3.0033,-1.45214,0.00738274,-0.0130171
0.524,2.94116,-1.43481,0.00571421,-0.00839958
0.526,2.91006,-1.43022,0.00617967,-0.0115496
0.528,2.86906,-1.43103,0.00938284,-0.0106289
0.53,2.8206,-1.41539,0.00648313,-0.00874852
0.532,2.79598,-1.40471,0.00564079,-0.00459619
0.534,2.75892,-1.39766,0.00554144,-0.0102779
0.536,2.71355,-1.37983,0.00795732,-0.0095642
0.538,2.69084,-1.362,0.00585275,-0.00675545
0.54,2.65968,-1.34786,0.00235825,-0.0101642
0.542,2.63024,-1.34229,0.00489488,-0.010913
0.544,2.60185,-1.32963,0.00686373,-0.00602978
0.546,2.56418,-1.31679,0.0038933,-0.00996734
0.548,2.5538,-1.30835,0.00459829,-0.0100925
0.55,2.52253,-1.29295,0.00256449,-0.00669119
0.552,2.48304,-1.28274,0.00438411,-0.00665294
0.554,2.47831,-1.26045,0.00460828,-0.00705243
0.556,2.4456,-1.24825,0.0037996,-0.00570187
0.558,2.42118,-1.22761,0.00473638,-0.00690297
0.56,2.40836,-1.2244,-0.000148,-0.00394273
0.562,2.38299,-1.21046,0.00258202,-0.00563314
0.564,2.36926,-1.19003,0.00265174,-0.00355716
0.566,2.35046,-1.17674,0.00288998,-0.00554618
0.568,2.31956,-1.16951,0.00395572,-0.00455742
0.57,2.29962,-1.15381,0.0033217,-0.00593033
0.572,2.31045,-1.1341,0.00228905,-0.00491723
0.574,2.27543,-1.12887,0.00115125,-0.00235111
0.576,2.2524,-1.12427,0.00258827,-0.00451784
0.578,2.255,-1.09899,0.00380887,-0.00659886
0.58,2.24073,-1.08076,0.00262903,-0.00429605
0.582,2.22384,-1.08704,0.00365507,-0.00201529
0.584,2.21466,-1.06835,0.000835528,-0.00565031
0.586,2.19563,-1.05326,0.00215233,-0.0042824
0.588,2.18198,-1.03923,0.00296461,-0.00355305
0.59,2.17771,-1.02727,0.00330338,-0.00338692
0.592,2.15826,-1.01211,0.000768698,-0.00684458
0.594,2.15599,-1.00245,0.0025112,-0.00574266
0.596,2.13291,-0.989997,0.00242656,-0.00268832
0.598,2.14002,-0.97167,0.00150652,-0.00109857
0.6,2.11551,-0.966908,0.000926593,-0.00455385
0.602,2.1129,-0.950325,0.00392379,-0.00105011
0.604,2.112,-0.946698,0.00188163,-0.00345355
