# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.1
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.50768,0.00261283,-0.000744339,0.0770937
0.004,1.53368,0.0668803,0.0312153,-0.0556403
0.006,1.46526,-0.0220191,-0.0127999,-0.00139477
0.008,1.55393,0.0281932,-0.156877,-0.0613123
0.01,1.52911,0.0467718,-0.0642855,-0.0742084
0.012,1.49761,0.0657247,-0.104672,0.182852
0.014,1.52017,-0.0343287,-0.000895426,-0.0512869
0.016,1.50731,0.0753863,-0.0375359,-0.0822398
0.018,1.51957,0.0620115,0.103582,0.0264751
0.02,1.54046,0.0292185,0.0335685,0.0492383
0.022,1.49998,0.0368077,-0.0455712,-0.0902716
0.024,1.51305,0.11068,-0.0602175,-0.0610896
0.026,1.52595,0.00121593,-0.00754531,-8.52329e-05
0.028,1.472,0.0891876,-0.178656,0.151387
0.03,1.48919,0.117038,0.0288641,-0.0658889
0.032,1.46542,0.12663,0.120707,0.161581
0.034,1.50281,0.112859,-0.00451113,0.018087
0.036,1.47442,0.192181,0.0720401,-0.0630004
0.038,1.48991,0.129675,0.0351927,0.0209617
0.04,1.44717,0.179632,0.0503002,0.064918
0.042,1.45773,0.160919,-0.0333193,-0.122242
0.044,1.48325,0.190628,0.0869801,-0.0152803
0.046,1.44053,0.253236,0.00716095,0.0333413
0.048,1.51332,0.25439,0.00751013,0.0415368
0.05,1.3937,0.135359,-0.0844788,0.0119725
0.052,1.52785,0.157837,-0.0260335,0.113623
0.054,1.50722,0.206113,0.102749,-0.000197557
0.056,1.47297,0.209009,-0.0141151,-0.115738
0.058,1.44569,0.184783,0.0318038,0.0679315
0.06,1.48561,0.195294,-0.0996066,-0.111221
0.062,1.47006,0.174016,-0.0344764,-0.0102019
0.064,1.49876,0.277482,-0.0217192,-0.0470867
0.066,1.45574,0.247675,0.0331785,-0.0674651
0.068,1.49389,0.287138,-0.100099,-0.0822199
0.07,1.57932,0.258364,-0.0773605,-0.113962
0.072,1.51144,0.318971,0.0885378,0.0415534
0.074,1.51211,0.225794,0.0961049,-0.0476173
0.076,1.45456,0.2058,0.0893031,0.141672
0.078,1.46593,0.32616,-0.134036,0.00569782
