# FiringRateSimulation
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.02
# f_low = 0
# f_high = 50
#
# Data format:
# Time, Firing rate
#
74.96,0.35007
74.97,0.430086
74.98,0.280056
74.99,0.490098
75,0.490098
75.01,0.390078
75.02,0.480096
75.03,0.440088
75.04,0.560112
75.05,0.490098
75.06,0.5001
75.07,0.380076
75.08,0.35007
75.09,0.440088
75.1,0.460092
75.11,0.440088
75.12,0.410082
75.13,0.35007
75.14,0.320064
75.15,0.340068
75.16,0.410082
75.17,0.490098
75.18,0.370074
75.19,0.410082
75.2,0.30006
75.21,0.410082
75.22,0.310062
75.23,0.390078
75.24,0.510102
75.25,0.480096
75.26,0.390078
75.27,0.410082
75.28,0.45009
75.29,0.65013
75.3,0.470094
75.31,0.440088
75.32,0.330066
75.33,0.520104
75.34,0.640128
75.35,0.40008
75.36,0.530106
75.37,0.370074
75.38,0.310062
75.39,0.490098
75.4,0.45009
75.41,0.460092
75.42,0.45009
75.43,0.440088
75.44,0.390078
75.45,0.490098
75.46,0.490098
75.47,0.410082
75.48,0.330066
75.49,0.410082
75.5,0.420084
75.51,0.480096
75.52,0.490098
75.53,0.470094
75.54,0.490098
75.55,0.370074
75.56,0.660132
75.57,0.440088
75.58,0.40008
75.59,0.480096
75.6,0.490098
75.61,0.430086
75.62,0.380076
75.63,0.330066
75.64,0.45009
75.65,0.480096
75.66,0.420084
75.67,0.40008
75.68,0.420084
75.69,0.380076
75.7,0.440088
75.71,0.470094
75.72,0.460092
75.73,0.340068
75.74,0.430086
75.75,0.320064
75.76,0.430086
75.77,0.370074
75.78,0.460092
75.79,0.40008
75.8,0.390078
75.81,0.480096
75.82,0.35007
75.83,0.270054
75.84,0.55011
75.85,0.40008
75.86,0.470094
75.87,0.35007
75.88,0.290058
75.89,0.510102
75.9,0.35007
75.91,0.40008
75.92,0.45009
75.93,0.360072
75.94,0.390078
75.95,0.380076
75.96,0.30006
75.97,0.480096
75.98,0.30006
75.99,0.40008
76,0.290058
76.01,0.380076
76.02,0.420084
76.03,0.520104
76.04,0.40008
76.05,0.480096
76.06,0.470094
76.07,0.560112
76.08,0.540108
76.09,0.430086
76.1,0.470094
76.11,0.340068
76.12,0.370074
76.13,0.380076
76.14,0.490098
76.15,0.410082
76.16,0.460092
76.17,0.430086
76.18,0.480096
76.19,0.370074
76.2,0.470094
76.21,0.45009
76.22,0.45009
76.23,0.440088
76.24,0.530106
76.25,0.390078
76.26,0.410082
76.27,0.430086
76.28,0.490098
76.29,0.510102
76.3,0.410082
76.31,0.45009
76.32,0.40008
76.33,0.460092
76.34,0.410082
76.35,0.440088
76.36,0.360072
76.37,0.440088
76.38,0.540108
76.39,0.470094
76.4,0.5001
76.41,0.430086
76.42,0.370074
76.43,0.560112
76.44,0.410082
76.45,0.490098
76.46,0.370074
76.47,0.370074
76.48,0.430086
76.49,0.55011
76.5,0.410082
76.51,0.430086
76.52,0.360072
76.53,0.45009
76.54,0.410082
76.55,0.430086
76.56,0.280056
76.57,0.45009
76.58,0.360072
76.59,0.420084
76.6,0.410082
76.61,0.390078
76.62,0.360072
76.63,0.390078
76.64,0.45009
76.65,0.40008
76.66,0.460092
76.67,0.410082
76.68,0.410082
76.69,0.410082
76.7,0.470094
76.71,0.45009
76.72,0.280056
76.73,0.380076
76.74,0.480096
76.75,0.420084
76.76,0.480096
76.77,0.440088
76.78,0.380076
76.79,0.470094
76.8,0.490098
76.81,0.430086
76.82,0.330066
76.83,0.380076
76.84,0.420084
76.85,0.360072
76.86,0.35007
76.87,0.410082
76.88,0.480096
76.89,0.510102
76.9,0.30006
76.91,0.330066
76.92,0.330066
76.93,0.35007
76.94,0.430086
76.95,0.530106
76.96,0.40008
76.97,0.55011
76.98,0.520104
76.99,0.320064
77,0.520104
77.01,0.510102
77.02,0.470094
77.03,0.360072
77.04,0.470094
77.05,0.440088
77.06,0.5001
77.07,0.5001
77.08,0.290058
77.09,0.330066
77.1,0.370074
77.11,0.370074
77.12,0.370074
77.13,0.5001
77.14,0.360072
77.15,0.40008
77.16,0.390078
77.17,0.35007
77.18,0.420084
77.19,0.640128
77.2,0.560112
77.21,0.45009
77.22,0.480096
77.23,0.330066
77.24,0.420084
77.25,0.30006
77.26,0.5001
77.27,0.280056
77.28,0.380076
77.29,0.330066
77.3,0.390078
77.31,0.45009
77.32,0.590118
77.33,0.340068
77.34,0.470094
77.35,0.480096
77.36,0.330066
77.37,0.490098
77.38,0.410082
77.39,0.430086
77.4,0.390078
77.41,0.45009
77.42,0.40008
77.43,0.380076
77.44,0.40008
77.45,0.390078
77.46,0.390078
77.47,0.310062
77.48,0.310062
77.49,0.440088
77.5,0.340068
77.51,0.340068
77.52,0.390078
77.53,0.5001
77.54,0.430086
77.55,0.420084
77.56,0.390078
77.57,0.490098
77.58,0.430086
77.59,0.530106
77.6,0.490098
77.61,0.380076
77.62,0.390078
77.63,0.610122
77.64,0.430086
77.65,0.55011
77.66,0.580116
77.67,0.65013
77.68,0.55011
77.69,0.410082
77.7,0.530106
77.71,0.5001
77.72,0.380076
77.73,0.45009
77.74,0.430086
77.75,0.260052
77.76,0.440088
77.77,0.510102
77.78,0.380076
77.79,0.390078
77.8,0.40008
77.81,0.530106
77.82,0.410082
77.83,0.40008
77.84,0.510102
77.85,0.520104
77.86,0.410082
77.87,0.460092
77.88,0.530106
77.89,0.40008
77.9,0.510102
77.91,0.380076
77.92,0.460092
77.93,0.430086
77.94,0.370074
77.95,0.540108
77.96,0.510102
77.97,0.380076
77.98,0.420084
77.99,0.520104
78,0.430086
78.01,0.440088
78.02,0.390078
78.03,0.410082
78.04,0.420084
78.05,0.470094
78.06,0.330066
78.07,0.340068
78.08,0.370074
78.09,0.420084
78.1,0.5001
78.11,0.440088
78.12,0.35007
78.13,0.35007
78.14,0.460092
78.15,0.420084
78.16,0.55011
78.17,0.420084
78.18,0.5001
78.19,0.490098
78.2,0.35007
78.21,0.330066
78.22,0.370074
78.23,0.520104
78.24,0.390078
78.25,0.380076
78.26,0.420084
78.27,0.340068
78.28,0.380076
78.29,0.460092
78.3,0.420084
78.31,0.340068
78.32,0.45009
78.33,0.490098
78.34,0.40008
78.35,0.390078
78.36,0.440088
78.37,0.340068
78.38,0.35007
78.39,0.360072
78.4,0.45009
78.41,0.410082
78.42,0.460092
78.43,0.520104
78.44,0.340068
78.45,0.370074
78.46,0.330066
78.47,0.460092
78.48,0.45009
78.49,0.380076
78.5,0.430086
78.51,0.430086
78.52,0.390078
78.53,0.5001
78.54,0.460092
78.55,0.380076
78.56,0.530106
78.57,0.390078
78.58,0.390078
78.59,0.270054
78.6,0.380076
78.61,0.370074
78.62,0.40008
78.63,0.460092
78.64,0.470094
78.65,0.320064
78.66,0.45009
78.67,0.440088
78.68,0.410082
78.69,0.710142
78.7,0.470094
78.71,0.45009
78.72,0.40008
78.73,0.5001
78.74,0.410082
78.75,0.470094
78.76,0.360072
78.77,0.540108
78.78,0.290058
78.79,0.60012
78.8,0.40008
78.81,0.640128
78.82,0.430086
78.83,0.440088
78.84,0.590118
78.85,0.40008
78.86,0.370074
78.87,0.40008
78.88,0.320064
78.89,0.560112
78.9,0.5001
78.91,0.35007
78.92,0.40008
78.93,0.470094
78.94,0.620124
78.95,0.430086
78.96,0.440088
78.97,0.380076
78.98,0.45009
78.99,0.460092
79,0.330066
79.01,0.380076
79.02,0.270054
79.03,0.440088
79.04,0.270054
79.05,0.380076
79.06,0.320064
79.07,0.330066
79.08,0.380076
79.09,0.410082
79.1,0.460092
79.11,0.390078
79.12,0.330066
79.13,0.470094
79.14,0.420084
79.15,0.45009
79.16,0.390078
79.17,0.420084
79.18,0.370074
79.19,0.410082
79.2,0.340068
79.21,0.35007
79.22,0.5001
79.23,0.460092
79.24,0.360072
79.25,0.440088
79.26,0.420084
79.27,0.460092
79.28,0.40008
79.29,0.40008
79.3,0.460092
79.31,0.360072
79.32,0.380076
79.33,0.510102
79.34,0.370074
79.35,0.330066
79.36,0.35007
79.37,0.40008
79.38,0.440088
79.39,0.440088
79.4,0.410082
79.41,0.380076
79.42,0.430086
79.43,0.560112
79.44,0.330066
79.45,0.35007
79.46,0.470094
79.47,0.390078
79.48,0.430086
79.49,0.420084
79.5,0.410082
79.51,0.560112
79.52,0.380076
79.53,0.320064
79.54,0.490098
79.55,0.480096
79.56,0.330066
79.57,0.420084
79.58,0.420084
79.59,0.510102
79.6,0.470094
79.61,0.480096
79.62,0.560112
79.63,0.480096
79.64,0.410082
79.65,0.320064
79.66,0.370074
79.67,0.430086
79.68,0.380076
79.69,0.410082
79.7,0.370074
79.71,0.510102
79.72,0.470094
79.73,0.460092
79.74,0.470094
79.75,0.40008
79.76,0.45009
79.77,0.45009
79.78,0.370074
79.79,0.460092
79.8,0.45009
79.81,0.390078
79.82,0.420084
79.83,0.360072
79.84,0.40008
79.85,0.590118
79.86,0.470094
79.87,0.5001
79.88,0.430086
79.89,0.440088
79.9,0.30006
79.91,0.570114
79.92,0.340068
79.93,0.510102
79.94,0.460092
79.95,0.380076
79.96,0.570114
79.97,0.360072
79.98,0.5001
79.99,0.540108
80,0.560112
80.01,0.410082
80.02,0.540108
80.03,0.470094
80.04,0.390078
80.05,0.5001
80.06,0.560112
80.07,0.460092
80.08,0.410082
80.09,0.370074
80.1,0.460092
80.11,0.420084
80.12,0.370074
80.13,0.570114
80.14,0.30006
80.15,0.40008
80.16,0.340068
80.17,0.370074
80.18,0.420084
80.19,0.40008
80.2,0.370074
80.21,0.430086
80.22,0.35007
80.23,0.340068
80.24,0.470094
80.25,0.40008
80.26,0.340068
80.27,0.40008
80.28,0.45009
80.29,0.470094
80.3,0.380076
80.31,0.490098
80.32,0.440088
80.33,0.45009
80.34,0.490098
80.35,0.460092
80.36,0.430086
80.37,0.460092
80.38,0.410082
80.39,0.540108
80.4,0.45009
80.41,0.370074
80.42,0.430086
80.43,0.390078
80.44,0.490098
80.45,0.410082
80.46,0.30006
80.47,0.30006
80.48,0.35007
80.49,0.390078
80.5,0.510102
80.51,0.35007
80.52,0.260052
80.53,0.480096
80.54,0.430086
80.55,0.370074
80.56,0.35007
80.57,0.530106
80.58,0.610122
80.59,0.460092
80.6,0.420084
80.61,0.480096
80.62,0.35007
80.63,0.410082
80.64,0.440088
80.65,0.35007
80.66,0.420084
80.67,0.5001
80.68,0.390078
80.69,0.330066
80.7,0.40008
80.71,0.370074
80.72,0.510102
80.73,0.5001
80.74,0.410082
80.75,0.470094
80.76,0.410082
80.77,0.390078
80.78,0.40008
80.79,0.530106
80.8,0.510102
80.81,0.260052
80.82,0.490098
80.83,0.360072
80.84,0.430086
80.85,0.390078
80.86,0.460092
80.87,0.35007
80.88,0.340068
80.89,0.420084
80.9,0.290058
80.91,0.40008
80.92,0.470094
80.93,0.590118
80.94,0.410082
80.95,0.440088
80.96,0.55011
80.97,0.490098
80.98,0.60012
80.99,0.460092
81,0.580116
81.01,0.440088
81.02,0.420084
81.03,0.440088
81.04,0.390078
81.05,0.440088
81.06,0.310062
81.07,0.430086
81.08,0.430086
81.09,0.470094
81.1,0.340068
81.11,0.380076
81.12,0.490098
81.13,0.530106
81.14,0.380076
81.15,0.470094
81.16,0.390078
81.17,0.340068
81.18,0.370074
81.19,0.390078
81.2,0.470094
81.21,0.440088
81.22,0.370074
81.23,0.370074
81.24,0.35007
81.25,0.490098
81.26,0.420084
81.27,0.340068
81.28,0.510102
81.29,0.540108
81.3,0.440088
81.31,0.310062
81.32,0.530106
81.33,0.270054
81.34,0.290058
81.35,0.510102
81.36,0.390078
81.37,0.430086
81.38,0.380076
81.39,0.460092
81.4,0.330066
81.41,0.35007
81.42,0.360072
81.43,0.35007
81.44,0.35007
81.45,0.410082
81.46,0.410082
81.47,0.360072
81.48,0.420084
81.49,0.340068
81.5,0.380076
81.51,0.380076
81.52,0.330066
81.53,0.410082
81.54,0.380076
81.55,0.380076
81.56,0.370074
81.57,0.530106
81.58,0.440088
81.59,0.420084
81.6,0.320064
81.61,0.430086
81.62,0.390078
81.63,0.360072
81.64,0.440088
81.65,0.490098
81.66,0.420084
81.67,0.530106
81.68,0.35007
81.69,0.270054
81.7,0.320064
81.71,0.430086
81.72,0.560112
81.73,0.510102
81.74,0.40008
81.75,0.440088
81.76,0.480096
81.77,0.45009
81.78,0.330066
81.79,0.360072
81.8,0.380076
81.81,0.440088
81.82,0.5001
81.83,0.460092
81.84,0.360072
81.85,0.380076
81.86,0.570114
81.87,0.30006
81.88,0.380076
81.89,0.510102
81.9,0.510102
81.91,0.390078
81.92,0.630126
81.93,0.470094
81.94,0.280056
81.95,0.45009
81.96,0.40008
81.97,0.5001
81.98,0.35007
81.99,0.360072
82,0.45009
82.01,0.45009
82.02,0.480096
82.03,0.380076
82.04,0.40008
82.05,0.510102
82.06,0.40008
82.07,0.380076
82.08,0.430086
82.09,0.45009
82.1,0.570114
82.11,0.480096
82.12,0.5001
82.13,0.470094
82.14,0.420084
82.15,0.430086
82.16,0.490098
82.17,0.440088
82.18,0.45009
82.19,0.390078
82.2,0.420084
82.21,0.410082
82.22,0.35007
82.23,0.470094
82.24,0.290058
82.25,0.490098
82.26,0.45009
82.27,0.470094
82.28,0.490098
82.29,0.330066
82.3,0.580116
82.31,0.440088
82.32,0.410082
82.33,0.440088
82.34,0.490098
82.35,0.420084
82.36,0.360072
82.37,0.410082
82.38,0.390078
82.39,0.30006
82.4,0.370074
82.41,0.35007
82.42,0.520104
82.43,0.420084
82.44,0.410082
82.45,0.470094
82.46,0.460092
82.47,0.30006
82.48,0.360072
82.49,0.340068
82.5,0.45009
82.51,0.470094
82.52,0.420084
82.53,0.310062
82.54,0.410082
82.55,0.5001
82.56,0.340068
82.57,0.40008
82.58,0.610122
82.59,0.460092
82.6,0.5001
82.61,0.45009
82.62,0.55011
82.63,0.440088
82.64,0.35007
82.65,0.410082
82.66,0.380076
82.67,0.480096
82.68,0.580116
82.69,0.430086
82.7,0.370074
82.71,0.40008
82.72,0.380076
82.73,0.520104
82.74,0.410082
82.75,0.5001
82.76,0.430086
82.77,0.45009
82.78,0.25005
82.79,0.40008
82.8,0.35007
82.81,0.420084
82.82,0.40008
82.83,0.460092
82.84,0.5001
82.85,0.410082
82.86,0.540108
82.87,0.45009
82.88,0.440088
82.89,0.320064
82.9,0.40008
82.91,0.5001
82.92,0.420084
82.93,0.45009
82.94,0.490098
82.95,0.40008
82.96,0.360072
82.97,0.35007
82.98,0.40008
82.99,0.35007
83,0.5001
83.01,0.340068
83.02,0.430086
83.03,0.40008
83.04,0.5001
83.05,0.40008
83.06,0.440088
83.07,0.40008
83.08,0.40008
83.09,0.45009
83.1,0.570114
83.11,0.490098
83.12,0.530106
83.13,0.530106
83.14,0.440088
83.15,0.30006
83.16,0.480096
83.17,0.55011
83.18,0.45009
83.19,0.510102
83.2,0.490098
83.21,0.410082
83.22,0.320064
83.23,0.560112
83.24,0.360072
83.25,0.35007
83.26,0.530106
83.27,0.520104
83.28,0.420084
83.29,0.430086
83.3,0.480096
83.31,0.45009
83.32,0.430086
83.33,0.440088
83.34,0.410082
83.35,0.430086
83.36,0.320064
83.37,0.30006
83.38,0.440088
83.39,0.360072
83.4,0.45009
83.41,0.380076
83.42,0.490098
83.43,0.45009
83.44,0.40008
83.45,0.340068
83.46,0.540108
83.47,0.380076
83.48,0.340068
83.49,0.25005
83.5,0.280056
83.51,0.45009
83.52,0.710142
83.53,0.35007
83.54,0.360072
83.55,0.40008
83.56,0.560112
83.57,0.470094
83.58,0.420084
83.59,0.40008
83.6,0.440088
83.61,0.5001
83.62,0.520104
83.63,0.35007
83.64,0.260052
83.65,0.40008
83.66,0.40008
83.67,0.370074
83.68,0.40008
83.69,0.460092
83.7,0.45009
83.71,0.370074
83.72,0.370074
83.73,0.420084
83.74,0.210042
83.75,0.370074
83.76,0.360072
83.77,0.410082
83.78,0.35007
83.79,0.480096
83.8,0.340068
83.81,0.5001
83.82,0.430086
83.83,0.380076
83.84,0.370074
83.85,0.35007
83.86,0.430086
83.87,0.360072
83.88,0.420084
83.89,0.45009
83.9,0.380076
83.91,0.40008
83.92,0.420084
83.93,0.370074
83.94,0.420084
83.95,0.310062
83.96,0.460092
83.97,0.410082
83.98,0.480096
83.99,0.440088
84,0.40008
84.01,0.390078
84.02,0.45009
84.03,0.460092
84.04,0.340068
84.05,0.360072
84.06,0.560112
84.07,0.370074
84.08,0.30006
84.09,0.510102
84.1,0.470094
84.11,0.40008
84.12,0.330066
84.13,0.290058
84.14,0.510102
84.15,0.520104
84.16,0.370074
84.17,0.45009
84.18,0.470094
84.19,0.340068
84.2,0.35007
84.21,0.570114
84.22,0.530106
84.23,0.390078
84.24,0.480096
84.25,0.560112
84.26,0.420084
84.27,0.430086
84.28,0.480096
84.29,0.35007
84.3,0.470094
84.31,0.310062
84.32,0.490098
84.33,0.55011
84.34,0.270054
84.35,0.340068
84.36,0.470094
84.37,0.440088
84.38,0.380076
84.39,0.590118
84.4,0.510102
84.41,0.430086
84.42,0.440088
84.43,0.430086
84.44,0.470094
84.45,0.440088
84.46,0.440088
84.47,0.60012
84.48,0.390078
84.49,0.360072
84.5,0.420084
84.51,0.520104
84.52,0.390078
84.53,0.260052
84.54,0.380076
84.55,0.40008
84.56,0.30006
84.57,0.360072
84.58,0.460092
84.59,0.330066
84.6,0.380076
84.61,0.340068
84.62,0.420084
84.63,0.470094
84.64,0.410082
84.65,0.390078
84.66,0.440088
84.67,0.55011
84.68,0.470094
84.69,0.5001
84.7,0.460092
84.71,0.380076
84.72,0.420084
84.73,0.340068
84.74,0.440088
84.75,0.45009
84.76,0.420084
84.77,0.380076
84.78,0.35007
84.79,0.25005
84.8,0.35007
84.81,0.40008
84.82,0.380076
84.83,0.40008
84.84,0.520104
84.85,0.410082
84.86,0.410082
84.87,0.40008
84.88,0.30006
84.89,0.320064
84.9,0.440088
84.91,0.280056
84.92,0.45009
84.93,0.360072
84.94,0.310062
84.95,0.30006
84.96,0.530106
84.97,0.390078
84.98,0.340068
84.99,0.390078
85,0.460092
85.01,0.380076
85.02,0.380076
85.03,0.470094
85.04,0.460092
85.05,0.45009
85.06,0.370074
85.07,0.330066
85.08,0.470094
85.09,0.5001
85.1,0.580116
85.11,0.60012
85.12,0.370074
85.13,0.40008
85.14,0.340068
85.15,0.330066
85.16,0.530106
85.17,0.40008
85.18,0.370074
85.19,0.470094
85.2,0.410082
85.21,0.440088
85.22,0.370074
85.23,0.490098
85.24,0.460092
85.25,0.360072
85.26,0.420084
85.27,0.490098
85.28,0.5001
85.29,0.370074
85.3,0.390078
85.31,0.510102
85.32,0.480096
85.33,0.470094
85.34,0.430086
85.35,0.470094
85.36,0.440088
85.37,0.340068
85.38,0.470094
85.39,0.260052
85.4,0.430086
85.41,0.530106
85.42,0.45009
85.43,0.320064
85.44,0.520104
85.45,0.45009
85.46,0.470094
85.47,0.610122
85.48,0.340068
85.49,0.540108
85.5,0.40008
85.51,0.490098
85.52,0.420084
85.53,0.440088
85.54,0.430086
85.55,0.420084
85.56,0.420084
85.57,0.460092
85.58,0.470094
85.59,0.430086
85.6,0.530106
85.61,0.470094
85.62,0.380076
85.63,0.35007
85.64,0.5001
85.65,0.410082
85.66,0.5001
85.67,0.510102
85.68,0.510102
85.69,0.40008
85.7,0.460092
85.71,0.370074
85.72,0.270054
85.73,0.480096
85.74,0.460092
85.75,0.510102
85.76,0.5001
85.77,0.5001
85.78,0.290058
85.79,0.520104
85.8,0.510102
85.81,0.360072
85.82,0.430086
85.83,0.530106
85.84,0.390078
85.85,0.440088
85.86,0.510102
85.87,0.40008
85.88,0.360072
85.89,0.380076
85.9,0.540108
85.91,0.420084
85.92,0.310062
85.93,0.45009
85.94,0.570114
85.95,0.45009
85.96,0.490098
85.97,0.330066
85.98,0.510102
85.99,0.40008
86,0.420084
86.01,0.45009
86.02,0.370074
86.03,0.370074
86.04,0.460092
86.05,0.430086
86.06,0.310062
86.07,0.490098
86.08,0.360072
86.09,0.340068
86.1,0.420084
86.11,0.360072
86.12,0.360072
86.13,0.40008
86.14,0.45009
86.15,0.35007
86.16,0.40008
86.17,0.440088
86.18,0.440088
86.19,0.420084
86.2,0.420084
86.21,0.370074
86.22,0.370074
86.23,0.360072
86.24,0.310062
86.25,0.460092
86.26,0.370074
86.27,0.420084
86.28,0.520104
86.29,0.35007
86.3,0.480096
86.31,0.440088
86.32,0.480096
86.33,0.320064
86.34,0.480096
86.35,0.390078
86.36,0.55011
86.37,0.590118
86.38,0.430086
86.39,0.330066
86.4,0.310062
86.41,0.420084
86.42,0.340068
86.43,0.510102
86.44,0.40008
86.45,0.45009
86.46,0.420084
86.47,0.480096
86.48,0.420084
86.49,0.430086
86.5,0.40008
86.51,0.430086
86.52,0.420084
86.53,0.360072
86.54,0.460092
86.55,0.360072
86.56,0.430086
86.57,0.40008
86.58,0.430086
86.59,0.410082
86.6,0.510102
86.61,0.430086
86.62,0.440088
86.63,0.410082
86.64,0.360072
86.65,0.380076
86.66,0.45009
86.67,0.490098
86.68,0.420084
86.69,0.440088
86.7,0.420084
86.71,0.340068
86.72,0.440088
86.73,0.45009
86.74,0.520104
86.75,0.380076
86.76,0.480096
86.77,0.320064
86.78,0.510102
86.79,0.470094
86.8,0.360072
86.81,0.360072
86.82,0.460092
86.83,0.420084
86.84,0.360072
86.85,0.380076
86.86,0.40008
86.87,0.460092
86.88,0.330066
86.89,0.490098
86.9,0.430086
86.91,0.460092
86.92,0.420084
86.93,0.5001
86.94,0.540108
86.95,0.430086
86.96,0.480096
86.97,0.55011
86.98,0.370074
86.99,0.430086
87,0.55011
87.01,0.460092
87.02,0.440088
87.03,0.35007
87.04,0.360072
87.05,0.490098
87.06,0.530106
87.07,0.370074
87.08,0.440088
87.09,0.470094
87.1,0.430086
87.11,0.380076
87.12,0.35007
87.13,0.530106
87.14,0.40008
87.15,0.530106
87.16,0.370074
87.17,0.410082
87.18,0.410082
87.19,0.340068
87.2,0.390078
87.21,0.510102
87.22,0.530106
87.23,0.570114
87.24,0.270054
87.25,0.30006
87.26,0.370074
87.27,0.320064
87.28,0.360072
87.29,0.380076
87.3,0.460092
87.31,0.440088
87.32,0.5001
87.33,0.480096
87.34,0.40008
87.35,0.510102
87.36,0.510102
87.37,0.470094
87.38,0.410082
87.39,0.5001
87.4,0.410082
87.41,0.370074
87.42,0.40008
87.43,0.40008
87.44,0.40008
87.45,0.45009
87.46,0.330066
87.47,0.510102
87.48,0.340068
87.49,0.390078
87.5,0.340068
87.51,0.470094
87.52,0.490098
87.53,0.430086
87.54,0.430086
87.55,0.390078
87.56,0.310062
87.57,0.330066
87.58,0.380076
87.59,0.290058
87.6,0.30006
87.61,0.420084
87.62,0.330066
87.63,0.290058
87.64,0.340068
87.65,0.380076
87.66,0.410082
87.67,0.490098
87.68,0.430086
87.69,0.430086
87.7,0.430086
87.71,0.55011
87.72,0.540108
87.73,0.410082
87.74,0.410082
87.75,0.320064
87.76,0.470094
87.77,0.380076
87.78,0.35007
87.79,0.420084
87.8,0.410082
87.81,0.360072
87.82,0.520104
87.83,0.470094
87.84,0.410082
87.85,0.470094
87.86,0.55011
87.87,0.440088
87.88,0.390078
87.89,0.420084
87.9,0.460092
87.91,0.420084
87.92,0.370074
87.93,0.380076
87.94,0.480096
87.95,0.45009
87.96,0.410082
87.97,0.320064
87.98,0.5001
87.99,0.530106
88,0.410082
88.01,0.340068
88.02,0.390078
88.03,0.390078
88.04,0.5001
88.05,0.410082
88.06,0.35007
88.07,0.470094
88.08,0.370074
88.09,0.510102
88.1,0.460092
88.11,0.40008
88.12,0.420084
88.13,0.430086
88.14,0.55011
88.15,0.55011
88.16,0.5001
88.17,0.460092
88.18,0.370074
88.19,0.620124
88.2,0.420084
88.21,0.45009
88.22,0.45009
88.23,0.45009
88.24,0.5001
88.25,0.40008
88.26,0.360072
88.27,0.340068
88.28,0.480096
88.29,0.490098
88.3,0.370074
88.31,0.360072
88.32,0.5001
88.33,0.440088
88.34,0.420084
88.35,0.390078
88.36,0.370074
88.37,0.360072
88.38,0.35007
88.39,0.480096
88.4,0.390078
88.41,0.280056
88.42,0.530106
88.43,0.380076
88.44,0.45009
88.45,0.510102
88.46,0.420084
88.47,0.420084
88.48,0.380076
88.49,0.360072
88.5,0.410082
88.51,0.340068
88.52,0.340068
88.53,0.290058
88.54,0.410082
88.55,0.340068
88.56,0.440088
88.57,0.390078
88.58,0.40008
88.59,0.370074
88.6,0.340068
88.61,0.520104
88.62,0.45009
88.63,0.5001
88.64,0.440088
88.65,0.490098
88.66,0.410082
88.67,0.320064
88.68,0.360072
88.69,0.420084
88.7,0.360072
88.71,0.40008
88.72,0.430086
88.73,0.520104
88.74,0.440088
88.75,0.410082
88.76,0.460092
88.77,0.5001
88.78,0.330066
88.79,0.320064
88.8,0.360072
88.81,0.420084
88.82,0.480096
88.83,0.540108
88.84,0.390078
88.85,0.360072
88.86,0.420084
88.87,0.430086
88.88,0.420084
88.89,0.60012
88.9,0.30006
88.91,0.440088
88.92,0.410082
88.93,0.35007
88.94,0.380076
88.95,0.420084
88.96,0.390078
88.97,0.410082
88.98,0.410082
88.99,0.390078
89,0.340068
89.01,0.420084
89.02,0.45009
89.03,0.370074
89.04,0.430086
89.05,0.620124
89.06,0.390078
89.07,0.320064
89.08,0.410082
89.09,0.330066
89.1,0.460092
89.11,0.370074
89.12,0.45009
89.13,0.510102
89.14,0.380076
89.15,0.45009
89.16,0.540108
89.17,0.420084
89.18,0.570114
89.19,0.520104
89.2,0.40008
89.21,0.530106
89.22,0.340068
89.23,0.380076
89.24,0.380076
89.25,0.5001
89.26,0.410082
89.27,0.590118
89.28,0.470094
89.29,0.390078
89.3,0.480096
89.31,0.340068
89.32,0.460092
89.33,0.55011
89.34,0.410082
89.35,0.320064
89.36,0.370074
89.37,0.460092
89.38,0.470094
89.39,0.210042
89.4,0.440088
89.41,0.410082
89.42,0.430086
89.43,0.310062
89.44,0.420084
89.45,0.430086
89.46,0.420084
89.47,0.410082
89.48,0.5001
89.49,0.480096
89.5,0.520104
89.51,0.45009
89.52,0.5001
89.53,0.440088
89.54,0.520104
89.55,0.5001
89.56,0.40008
89.57,0.40008
89.58,0.390078
89.59,0.460092
89.6,0.470094
89.61,0.560112
89.62,0.40008
89.63,0.55011
89.64,0.340068
89.65,0.370074
89.66,0.370074
89.67,0.460092
89.68,0.370074
89.69,0.410082
89.7,0.410082
89.71,0.460092
89.72,0.480096
89.73,0.410082
89.74,0.370074
89.75,0.40008
89.76,0.440088
89.77,0.410082
89.78,0.470094
89.79,0.420084
89.8,0.410082
89.81,0.420084
89.82,0.440088
89.83,0.40008
89.84,0.420084
89.85,0.510102
89.86,0.490098
89.87,0.380076
89.88,0.530106
89.89,0.260052
89.9,0.380076
89.91,0.310062
89.92,0.380076
89.93,0.460092
89.94,0.440088
89.95,0.430086
89.96,0.460092
89.97,0.5001
89.98,0.330066
89.99,0.5001
90,0.45009
90.01,0.410082
90.02,0.380076
90.03,0.370074
90.04,0.45009
90.05,0.520104
90.06,0.370074
90.07,0.320064
90.08,0.420084
90.09,0.380076
90.1,0.5001
90.11,0.480096
90.12,0.420084
90.13,0.310062
90.14,0.430086
90.15,0.35007
90.16,0.440088
90.17,0.460092
90.18,0.490098
90.19,0.35007
90.2,0.390078
90.21,0.420084
90.22,0.370074
90.23,0.390078
90.24,0.420084
90.25,0.520104
90.26,0.490098
90.27,0.380076
90.28,0.430086
90.29,0.540108
90.3,0.430086
90.31,0.460092
90.32,0.460092
90.33,0.35007
90.34,0.45009
90.35,0.420084
90.36,0.490098
90.37,0.5001
90.38,0.430086
