# FiringRateSimulation
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.02
# f_low = 0
# f_high = 50
#
# Data format:
# Time, Firing rate
#
8.34,0.090018
8.35,0.110022
8.36,0.15003
8.37,0.060012
8.38,0.180036
8.39,0.130026
8.4,0.110022
8.41,0.170034
8.42,0.130026
8.43,0.240048
8.44,0.230046
8.45,0.15003
8.46,0.220044
8.47,0.180036
8.48,0.210042
8.49,0.310062
8.5,0.170034
8.51,0.140028
8.52,0.260052
8.53,0.190038
8.54,0.320064
8.55,0.290058
8.56,0.210042
8.57,0.260052
8.58,0.290058
8.59,0.160032
8.6,0.160032
8.61,0.280056
8.62,0.230046
8.63,0.310062
8.64,0.30006
8.65,0.35007
8.66,0.280056
8.67,0.340068
8.68,0.40008
8.69,0.260052
8.7,0.360072
8.71,0.40008
8.72,0.30006
8.73,0.390078
8.74,0.370074
8.75,0.40008
8.76,0.470094
8.77,0.320064
8.78,0.370074
8.79,0.420084
8.8,0.530106
8.81,0.520104
8.82,0.530106
8.83,0.360072
8.84,0.430086
8.85,0.360072
8.86,0.440088
8.87,0.440088
8.88,0.510102
8.89,0.620124
8.9,0.460092
8.91,0.45009
8.92,0.5001
8.93,0.460092
8.94,0.680136
8.95,0.440088
8.96,0.55011
8.97,0.540108
8.98,0.670134
8.99,0.490098
9,0.620124
9.01,0.610122
9.02,0.580116
9.03,0.730146
9.04,0.810162
9.05,0.630126
9.06,0.740148
9.07,0.560112
9.08,0.740148
9.09,0.690138
9.1,0.660132
9.11,0.660132
9.12,0.560112
9.13,0.570114
9.14,0.75015
9.15,0.640128
9.16,0.65013
9.17,0.720144
9.18,0.710142
9.19,0.680136
9.2,0.590118
9.21,0.670134
9.22,0.760152
9.23,0.610122
9.24,0.730146
9.25,0.680136
9.26,0.710142
9.27,0.730146
9.28,0.90018
9.29,0.740148
9.3,0.860172
9.31,0.710142
9.32,0.65013
9.33,0.730146
9.34,0.710142
9.35,0.65013
9.36,0.770154
9.37,0.85017
9.38,0.720144
9.39,0.840168
9.4,0.830166
9.41,0.730146
9.42,0.870174
9.43,0.710142
9.44,0.65013
9.45,0.590118
9.46,0.770154
9.47,0.580116
9.48,0.630126
9.49,0.610122
9.5,0.730146
9.51,0.670134
9.52,0.680136
9.53,0.630126
9.54,0.560112
9.55,0.65013
9.56,0.730146
9.57,0.70014
9.58,0.620124
9.59,0.530106
9.6,0.65013
9.61,0.640128
9.62,0.65013
9.63,0.480096
9.64,0.540108
9.65,0.640128
9.66,0.620124
9.67,0.580116
9.68,0.620124
9.69,0.610122
9.7,0.570114
9.71,0.430086
9.72,0.35007
9.73,0.60012
9.74,0.490098
9.75,0.680136
9.76,0.430086
9.77,0.540108
9.78,0.460092
9.79,0.580116
9.8,0.590118
9.81,0.470094
9.82,0.670134
9.83,0.530106
9.84,0.45009
9.85,0.420084
9.86,0.280056
9.87,0.30006
9.88,0.490098
9.89,0.45009
9.9,0.460092
9.91,0.310062
9.92,0.55011
9.93,0.430086
9.94,0.35007
9.95,0.410082
9.96,0.420084
9.97,0.370074
9.98,0.510102
9.99,0.35007
10,0.35007
10.01,0.430086
10.02,0.430086
10.03,0.380076
10.04,0.35007
10.05,0.280056
10.06,0.320064
10.07,0.270054
10.08,0.320064
10.09,0.35007
10.1,0.30006
10.11,0.460092
10.12,0.260052
10.13,0.360072
10.14,0.30006
10.15,0.340068
10.16,0.220044
10.17,0.280056
10.18,0.330066
10.19,0.370074
10.2,0.190038
10.21,0.260052
10.22,0.290058
10.23,0.20004
10.24,0.210042
10.25,0.390078
10.26,0.210042
10.27,0.290058
10.28,0.230046
10.29,0.20004
10.3,0.240048
10.31,0.25005
10.32,0.320064
10.33,0.210042
10.34,0.280056
10.35,0.120024
10.36,0.190038
10.37,0.340068
10.38,0.230046
10.39,0.25005
10.4,0.230046
10.41,0.25005
10.42,0.190038
10.43,0.140028
10.44,0.260052
10.45,0.180036
10.46,0.190038
10.47,0.20004
10.48,0.230046
10.49,0.20004
10.5,0.230046
10.51,0.240048
10.52,0.140028
10.53,0.170034
10.54,0.10002
10.55,0.140028
10.56,0.190038
10.57,0.170034
10.58,0.180036
10.59,0.25005
10.6,0.15003
10.61,0.170034
10.62,0.270054
10.63,0.190038
10.64,0.180036
10.65,0.180036
10.66,0.220044
10.67,0.230046
10.68,0.230046
10.69,0.160032
10.7,0.190038
10.71,0.210042
10.72,0.20004
10.73,0.210042
10.74,0.270054
10.75,0.270054
10.76,0.260052
10.77,0.290058
10.78,0.30006
10.79,0.260052
10.8,0.290058
10.81,0.260052
10.82,0.140028
10.83,0.190038
10.84,0.160032
10.85,0.20004
10.86,0.25005
10.87,0.35007
10.88,0.230046
10.89,0.270054
10.9,0.220044
10.91,0.390078
10.92,0.25005
10.93,0.30006
10.94,0.160032
10.95,0.20004
10.96,0.490098
10.97,0.35007
10.98,0.180036
10.99,0.240048
11,0.330066
11.01,0.30006
11.02,0.220044
11.03,0.30006
11.04,0.360072
11.05,0.390078
11.06,0.340068
11.07,0.270054
11.08,0.390078
11.09,0.420084
11.1,0.510102
11.11,0.280056
11.12,0.390078
11.13,0.310062
11.14,0.370074
11.15,0.40008
11.16,0.55011
11.17,0.480096
11.18,0.5001
11.19,0.510102
11.2,0.45009
11.21,0.440088
11.22,0.360072
11.23,0.410082
11.24,0.560112
11.25,0.440088
11.26,0.540108
11.27,0.490098
11.28,0.420084
11.29,0.490098
11.3,0.610122
11.31,0.620124
11.32,0.510102
11.33,0.520104
11.34,0.560112
11.35,0.470094
11.36,0.520104
11.37,0.590118
11.38,0.480096
11.39,0.630126
11.4,0.60012
11.41,0.620124
11.42,0.75015
11.43,0.60012
11.44,0.70014
11.45,0.610122
11.46,0.680136
11.47,0.730146
11.48,0.620124
11.49,0.710142
11.5,0.710142
11.51,0.670134
11.52,0.70014
11.53,0.570114
11.54,0.680136
11.55,0.80016
11.56,0.570114
11.57,0.630126
11.58,0.620124
11.59,0.670134
11.6,0.530106
11.61,0.690138
11.62,0.610122
11.63,0.55011
11.64,0.640128
11.65,0.490098
11.66,0.660132
11.67,0.660132
11.68,0.70014
11.69,0.65013
11.7,0.710142
11.71,0.720144
11.72,0.680136
11.73,0.760152
11.74,0.60012
11.75,0.590118
11.76,0.620124
11.77,0.480096
11.78,0.570114
11.79,0.720144
11.8,0.610122
11.81,0.65013
11.82,0.720144
11.83,0.530106
11.84,0.70014
11.85,0.770154
11.86,0.610122
11.87,0.60012
11.88,0.40008
11.89,0.55011
