# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.01
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.37362,0.0253712,-0.0553449,0.0363996
0.004,1.43761,0.135916,-0.404544,-0.0176333
0.006,1.88939,0.111984,-0.0871069,0.102589
0.008,1.20145,-0.0661839,-0.527043,-0.47349
0.01,1.44889,0.149566,0.579002,-0.800218
0.012,1.48714,0.0857837,-0.476506,-0.0920654
0.014,1.64246,-0.000520854,0.291999,-0.867118
0.016,1.58475,-0.0683339,-1.00199,-0.813924
0.018,1.67536,0.0977614,-1.31023,0.592012
0.02,1.60151,-0.0898499,1.35739,-0.651603
0.022,1.43371,0.180975,-1.05163,-0.593143
0.024,1.5166,0.0981819,0.777626,-0.0295997
0.026,1.57069,-0.0223028,0.201696,0.516462
0.028,1.41056,0.031864,-0.304628,0.286313
0.03,1.44971,0.0551397,-0.767998,0.762471
0.032,1.72951,0.103658,0.79935,-0.0112822
0.034,1.43737,-0.0756021,0.284569,0.410874
0.036,1.37325,0.170847,0.701873,0.851235
0.038,1.32014,0.0813701,0.194941,0.315261
0.04,1.53622,0.0989705,0.17386,-0.859946
0.042,1.68853,0.353551,-0.192235,-0.421068
0.044,1.88239,0.100204,-0.207243,-0.356125
0.046,1.60647,-0.141898,0.778653,0.435164
0.048,1.65082,0.205629,-0.787055,-1.30837
0.05,1.68409,0.0384498,0.0694939,1.42886
0.052,1.46081,0.269404,-0.272371,-1.14033
0.054,1.47605,0.336638,-0.0548469,-0.759297
0.056,1.46902,-0.0362355,0.0711339,-0.14619
0.058,1.57327,0.357335,-0.293068,-1.14593
0.06,1.33835,0.283499,0.764991,0.348197
0.062,1.37393,0.235063,0.443738,0.188711
0.064,1.57035,0.301093,-0.146912,-0.217212
0.066,1.35467,0.0805973,-0.57222,-0.448564
0.068,1.47369,0.47527,0.329306,0.229444
0.07,1.56841,0.233908,1.18337,-0.625067
0.072,1.52242,0.262577,0.672247,-0.171768
0.074,1.25851,0.110508,0.161345,0.461019
0.076,1.49543,0.252608,0.26135,0.551049
0.078,1.49465,0.178319,0.675626,-0.391532
0.08,1.40036,-0.0228403,-1.37065,0.541126
0.082,1.67803,0.309172,0.311776,-0.15118
0.084,1.56725,0.31662,1.95773,-1.3988
0.086,1.29306,0.379064,1.312,2.33239
0.088,1.63734,0.401862,0.44412,-0.0750176
0.09,1.61427,0.0317588,2.2051,0.635679
0.092,1.58696,0.432922,-0.74536,1.21457
0.094,1.58471,0.408616,-0.631424,0.293645
0.096,1.65845,0.321971,-0.0839438,0.114867
0.098,1.49748,0.349319,-1.43876,1.43134
