# SusceptibilitySimulation
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 1000
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 1
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Susceptibility), Im(Susceptibility)
#
0.609,6.90777e-05,3.67154e-06
0.61,3.30688e-05,2.32479e-05
0.611,9.29538e-05,6.13159e-05
0.612,7.61074e-05,-2.53306e-05
0.613,5.35408e-05,8.01019e-05
0.614,2.33304e-05,-7.66226e-05
0.615,2.11716e-05,3.56661e-05
0.616,7.5324e-05,-4.72051e-05
0.617,-4.51959e-05,7.53929e-05
0.618,1.26387e-05,-1.80346e-06
0.619,8.79506e-06,-6.18995e-05
0.62,1.771e-05,9.1615e-05
0.621,1.74554e-05,1.28406e-05
0.622,6.56605e-05,2.90626e-05
0.623,-2.30667e-05,8.12843e-05
0.624,7.62137e-05,0.000103599
0.625,9.97794e-05,-3.05891e-05
0.626,8.5384e-06,4.60704e-05
0.627,7.23612e-06,1.04303e-05
0.628,5.27668e-05,8.697e-05
0.629,-1.98042e-05,-2.86807e-05
0.63,-3.1307e-05,0.000158039
0.631,2.01144e-05,9.70069e-06
0.632,6.14801e-05,1.73559e-05
0.633,8.6377e-05,-0.000112383
0.634,-3.92063e-05,1.81356e-05
0.635,-5.20183e-05,2.19023e-05
0.636,-8.25135e-06,6.55024e-05
0.637,-5.13088e-05,3.39186e-05
0.638,4.40393e-05,5.37061e-05
0.639,9.00321e-05,-5.47887e-05
0.64,4.91778e-06,-2.13263e-05
0.641,0.000118781,7.12661e-05
0.642,5.07155e-05,3.86447e-05
0.643,-1.76523e-05,-3.98642e-05
0.644,-5.10977e-05,2.01429e-05
0.645,-9.35021e-05,9.6138e-05
0.646,3.86604e-05,-3.27068e-05
0.647,-9.56193e-05,7.25753e-05
0.648,3.73722e-05,3.56993e-05
0.649,-3.1279e-05,9.3586e-05
0.65,2.09824e-05,0.000155033
0.651,-2.27365e-05,6.16894e-05
0.652,1.15992e-05,3.59937e-05
0.653,3.19844e-05,1.40304e-05
0.654,5.12828e-05,-3.24518e-05
0.655,-5.87359e-05,-8.02663e-06
0.656,-4.8274e-05,-4.24824e-05
0.657,3.17231e-05,3.12469e-05
0.658,-3.48266e-05,5.7023e-05
0.659,6.55449e-05,4.06394e-05
0.66,-3.73344e-06,8.1237e-06
0.661,1.04876e-05,2.89145e-05
0.662,-4.19112e-06,7.83713e-06
0.663,6.18111e-05,4.10811e-05
0.664,3.91159e-05,-2.4772e-05
0.665,-4.89113e-05,-3.49181e-05
0.666,-6.25825e-05,0.000108759
0.667,-7.67191e-06,8.56619e-05
0.668,-6.12716e-06,0.000104235
0.669,6.4044e-05,-7.02852e-07
0.67,6.24872e-05,-7.63981e-05
0.671,5.03663e-05,1.94852e-05
0.672,0.000109117,-2.53285e-06
0.673,4.11952e-05,-3.33649e-05
