0,471.845,0
0.001,0.485472,0.0213739
0.002,0.491694,0.0282151
0.003,0.508478,0.0344264
0.004,0.503091,0.0658431
0.005,0.505354,0.0606646
0.006,0.497699,0.086165
0.007,0.514239,0.100652
0.008,0.52086,0.115522
0.009,0.5285,0.120516
0.01,0.536451,0.132538
0.011,0.544064,0.142317
0.012,0.547879,0.152168
0.013,0.559434,0.157531
0.014,0.568016,0.164659
0.015,0.584154,0.173901
0.016,0.585064,0.185834
0.017,0.596463,0.194066
0.018,0.608479,0.196153
0.019,0.628238,0.213461
0.02,0.624912,0.211056
0.021,0.647253,0.212447
0.022,0.641275,0.211941
0.023,0.652138,0.210679
0.024,0.658266,0.213526
0.025,0.672415,0.222116
0.026,0.671495,0.234223
0.027,0.675776,0.226466
0.028,0.70549,0.23118
0.029,0.694258,0.232697
0.03,0.711459,0.223486
0.031,0.722295,0.228893
0.032,0.729857,0.226186
0.033,0.731303,0.234887
0.034,0.740397,0.232653
0.035,0.753773,0.242755
0.036,0.755492,0.22185
0.037,0.751387,0.233721
0.038,0.7701,0.229155
0.039,0.78019,0.216263
0.04,0.77992,0.226856
0.041,0.790384,0.226981
0.042,0.802329,0.223826
0.043,0.798632,0.216723
0.044,0.81486,0.216162
0.045,0.816918,0.213989
0.046,0.81704,0.208555
0.047,0.823353,0.209962
0.048,0.817751,0.207434
0.049,0.822431,0.210873
0.05,0.827067,0.197292
0.051,0.829938,0.196493
0.052,0.825019,0.201588
0.053,0.832048,0.191976
0.054,0.837305,0.199675
0.055,0.845415,0.199509
0.056,0.847341,0.200913
0.057,0.86142,0.194551
0.058,0.861319,0.183131
0.059,0.862039,0.188343
0.06,0.852003,0.186777
0.061,0.85361,0.187531
0.062,0.85527,0.186692
0.063,0.861918,0.17377
0.064,0.881412,0.195442
0.065,0.870104,0.177978
0.066,0.873483,0.177119
0.067,0.884342,0.171389
0.068,0.873761,0.163708
0.069,0.882483,0.175538
0.07,0.891164,0.155583
0.071,0.894738,0.170439
0.072,0.889417,0.172813
0.073,0.891097,0.158339
0.074,0.892099,0.168757
0.075,0.894787,0.166298
0.076,0.89038,0.15479
0.077,0.888595,0.162183
0.078,0.892982,0.15354
0.079,0.894072,0.171074
0.08,0.894902,0.153651
0.081,0.902685,0.149594
0.082,0.897861,0.146195
0.083,0.89571,0.145125
0.084,0.915016,0.144976
0.085,0.910924,0.140565
0.086,0.90855,0.141134
0.087,0.88756,0.135832
0.088,0.902428,0.139817
0.089,0.91262,0.153708
0.09,0.908141,0.139338
0.091,0.910296,0.147449
0.092,0.912246,0.136792
0.093,0.907678,0.125475
0.094,0.913132,0.110407
0.095,0.909057,0.132381
0.096,0.924481,0.137611
0.097,0.910124,0.136949
0.098,0.915542,0.128139
0.099,0.930115,0.123462
0.1,0.922637,0.131526
0.101,0.918044,0.134366
0.102,0.923881,0.123868
0.103,0.925927,0.118825
0.104,0.922501,0.119822
0.105,0.92084,0.114774
0.106,0.931946,0.115485
0.107,0.920404,0.123795
0.108,0.920122,0.120861
0.109,0.922379,0.118651
0.11,0.929042,0.11548
0.111,0.930343,0.120914
0.112,0.933855,0.114153
0.113,0.928415,0.10181
0.114,0.938103,0.114183
0.115,0.932488,0.113867
0.116,0.929032,0.0967531
0.117,0.931658,0.109185
0.118,0.928206,0.099987
0.119,0.930092,0.103391
0.12,0.93357,0.103453
0.121,0.934716,0.107012
0.122,0.931102,0.105943
0.123,0.936436,0.0993958
0.124,0.93276,0.112575
0.125,0.941276,0.106771
0.126,0.931383,0.112057
0.127,0.932173,0.0945707
0.128,0.934231,0.107434
0.129,0.930105,0.101348
0.13,0.937872,0.0922618
0.131,0.930309,0.104637
0.132,0.932939,0.0883911
0.133,0.935842,0.0925692
0.134,0.946324,0.09048
0.135,0.934852,0.0910117
0.136,0.936485,0.0964004
