# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.01
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.52493,2.74249e-05,0.105872,0.0314723
0.004,1.52914,0.032625,-0.240138,-0.0762291
0.006,1.48118,-0.00189513,-0.292106,0.508815
0.008,1.53362,0.0269601,-0.52684,0.0476053
0.01,1.4788,0.0386396,0.144509,-0.036454
0.012,1.50905,0.0486981,0.437972,-0.0123072
0.014,1.48322,0.0196802,0.229598,0.267514
0.016,1.51217,0.0661288,-0.0406787,0.319011
0.018,1.54721,0.0634524,-0.297432,-0.123665
0.02,1.50313,0.0631552,0.397284,-0.372012
0.022,1.50359,0.0741277,0.220532,0.679503
0.024,1.50778,0.0797028,0.801557,-0.390898
0.026,1.50392,0.0688997,0.111516,0.597139
0.028,1.54536,0.1063,0.105087,-0.0312378
0.03,1.49358,0.08705,0.472585,-0.0959246
0.032,1.51629,0.127619,-0.802646,-0.408185
0.034,1.49394,0.114239,0.780149,0.0244448
0.036,1.49545,0.0907949,0.0466751,0.19829
0.038,1.49924,0.166822,0.355094,-0.10271
0.04,1.52898,0.18309,-0.51166,-0.317748
0.042,1.48675,0.14165,0.0576818,-0.492289
0.044,1.55,0.168853,-0.604969,-0.0963164
0.046,1.49315,0.161504,0.302392,-0.240694
0.048,1.48848,0.175393,-0.346229,0.0705811
0.05,1.49915,0.213941,-0.365229,0.0426317
0.052,1.50103,0.187717,-0.0122596,-0.0203537
0.054,1.50123,0.170227,-0.038243,0.549471
0.056,1.50835,0.182409,0.302613,0.326361
0.058,1.52024,0.202795,-0.759219,0.54941
0.06,1.49981,0.194939,0.625909,-0.0983493
0.062,1.50468,0.23783,-0.902379,0.94981
0.064,1.51159,0.242826,0.180712,0.227588
0.066,1.50883,0.219784,-0.215188,0.280194
0.068,1.48858,0.227362,0.257839,0.0737753
0.07,1.52849,0.266555,0.380731,-0.0856046
0.072,1.49761,0.236475,-0.324086,0.25134
0.074,1.5139,0.260101,-0.0868124,0.31849
0.076,1.47399,0.274741,0.0545747,-0.561623
0.078,1.49095,0.293007,0.272164,0.624156
0.08,1.47158,0.273885,0.237052,-0.707743
0.082,1.5303,0.243889,-1.21049,0.374138
0.084,1.5165,0.294406,0.167594,0.5024
0.086,1.52165,0.318063,-0.250213,0.350542
0.088,1.50526,0.365998,0.522609,1.77305
0.09,1.51151,0.290395,0.732876,-0.0315128
0.092,1.52908,0.318875,-0.335167,-0.032305
0.094,1.50119,0.323492,0.51732,-0.403096
0.096,1.47981,0.334646,0.932885,-0.287225
0.098,1.50979,0.374066,-1.37724,-0.147607
0.1,1.5206,0.361566,-0.467761,0.0363661
0.102,1.526,0.352488,-0.497403,-0.430152
0.104,1.5149,0.385533,0.290815,0.0153399
0.106,1.4688,0.416754,0.317944,0.855917
0.108,1.52579,0.425454,0.384364,0.579129
0.11,1.50127,0.395202,-0.781816,1.03502
0.112,1.48948,0.408997,0.450696,-0.487398
0.114,1.50069,0.44533,-0.722252,0.233649
0.116,1.51294,0.463751,0.0227929,0.730117
0.118,1.5055,0.425075,0.758873,0.925461
0.12,1.54537,0.454289,-0.73196,-0.821872
0.122,1.5016,0.44855,1.25377,0.323815
0.124,1.5076,0.463049,0.983268,0.793822
0.126,1.51929,0.488371,0.80373,0.193313
0.128,1.53885,0.499303,-0.454011,-1.21313
0.13,1.51269,0.495469,0.857277,1.72259
0.132,1.47117,0.508448,0.0240561,0.814913
0.134,1.5574,0.547286,0.01354,-0.579428
0.136,1.49355,0.541325,0.639967,0.209802
0.138,1.54693,0.519975,-1.76322,0.348715
