# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 10000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.001
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0,-nan,-nan,-nan,-nan
0.002,1.59621,-0.0556616,-44.7397,6.71941
0.004,1.43987,0.0488439,-4.95205,-30.4717
0.006,1.56707,-0.138892,-34.0213,21.0505
0.008,1.43925,-0.388948,23.2891,17.9162
0.01,1.51199,-0.113669,33.3567,-7.62833
0.012,1.65818,-0.342676,-38.4815,-77.9873
0.014,1.36554,-0.101485,-23.3317,-11.5339
0.016,1.27696,0.116127,-10.2225,32.6078
0.018,1.42757,-0.336905,54.1324,21.935
0.02,1.5377,-0.111015,29.1386,13.5921
0.022,1.21338,0.129009,-41.3251,-41.6892
0.024,1.44634,0.0127002,-16.3085,-16.1322
0.026,1.39108,0.178858,11.2235,-70.614
0.028,1.55948,-0.476177,-46.2235,-4.43089
0.03,1.83706,-0.245454,57.0898,17.0346
0.032,1.67153,0.296571,-26.9326,-1.96335
0.034,1.67934,0.128753,63.3971,-11.308
0.036,1.09829,-0.0103394,-10.9276,4.38928
0.038,1.47386,-0.0525598,60.3798,80.4652
0.04,1.32964,0.366976,-31.1358,0.20719
0.042,1.58525,-0.0926584,-11.7346,10.8406
0.044,1.70798,0.288655,33.088,-24.3656
0.046,1.46382,-0.0841891,5.32633,25.7305
0.048,1.49625,0.195993,-27.2058,16.8736
0.05,1.67007,0.211978,-73.1807,-51.5458
0.052,1.76257,0.0251956,10.687,7.46678
0.054,1.62506,0.1663,-98.0177,-14.8083
0.056,1.38536,0.171828,-66.2194,68.7348
0.058,1.42035,-0.0289546,-25.5766,-13.184
0.06,1.58048,0.16021,63.2566,12.6724
0.062,1.33916,0.448779,-101.273,1.71749
0.064,1.35517,0.261261,-24.8197,28.5986
0.066,1.52573,0.163602,-25.8718,-15.8667
0.068,1.61229,0.0916677,32.7203,59.0307
0.07,1.26372,0.00463357,-22.3648,-26.4264
0.072,1.44396,0.355885,-29.4138,-26.354
0.074,1.25861,0.527951,-40.1153,-31.5227
0.076,1.44089,0.0501783,-52.6957,-23.876
0.078,1.66358,0.0121528,33.3877,-22.9449
0.08,1.61043,0.489972,49.7636,-26.5079
0.082,1.70117,-0.0673043,32.6302,6.71834
0.084,1.68275,0.301299,30.9589,48.3607
0.086,1.31826,0.423158,-12.1938,-6.24396
0.088,1.38708,0.500608,-71.2375,10.5904
0.09,1.13688,0.283633,-25.7711,-8.31364
0.092,1.53262,0.47777,35.7034,-94.0428
0.094,1.64795,0.212674,-35.4024,-21.4183
0.096,1.50837,0.337171,-70.2359,69.1608
0.098,1.41417,0.607286,-90.5401,110.074
0.1,1.80646,0.318454,26.1131,35.0887
0.102,1.30657,0.490645,81.7509,44.1464
0.104,1.68305,0.619247,51.1682,-83.8731
0.106,1.3979,0.272601,105.218,-27.6437
0.108,1.56097,0.21531,88.3111,18.8098
0.11,1.39674,0.613704,-50.02,29.3429
0.112,1.02287,0.646571,76.5683,-50.1878
0.114,1.63819,0.742655,5.31283,64.8099
0.116,1.54196,0.186821,-21.293,-48.326
0.118,1.89867,0.612883,-36.1217,108.249
0.12,1.32767,0.554101,124.197,-63.4714
0.122,1.76172,0.660765,23.2253,-4.87697
0.124,1.42443,0.736843,202.557,43.8102
0.126,1.88805,0.417773,27.8124,193.824
0.128,1.52374,0.611136,1.6992,124.203
0.13,1.40344,0.439211,-21.3995,-63.0919
0.132,1.46668,0.305705,80.5566,124.274
0.134,1.50949,0.879454,11.3718,5.06907
0.136,1.64474,0.278164,-79.7706,-146.774
0.138,1.63701,0.158293,155.97,48.8548
0.14,1.30604,0.566671,9.21136,76.402
0.142,1.78243,0.902944,-243.757,-199.946
0.144,1.66954,0.257357,129.744,93.2056
0.146,1.5723,0.903811,-108.183,49.1143
0.148,1.53492,0.497895,-131.061,-103.016
0.15,1.14798,0.429469,34.4178,20.0271
0.152,1.19732,0.671316,-88.9923,-24.4374
0.154,1.08299,0.734306,55.5909,-32.1024
0.156,1.47838,0.635868,9.63899,78.1541
0.158,1.49025,0.518239,68.7277,112.305
0.16,1.2916,0.465159,-26.7853,188.26
0.162,1.73409,0.599159,181.39,176.369
0.164,1.3915,0.585695,-61.4613,216.519
0.166,1.07872,0.796767,-181.462,196.867
0.168,1.51214,0.67553,77.9058,-214.988
0.17,1.22745,0.508447,51.1829,40.9777
